#land-mine_noun	maMxupAwara
%awning_noun	cAMxini/RAmiyAnA
explained_adjective	arWaM_ceVppina/vivqwa
explaining_noun	boXa
explanation--to-a-charge-or-accusation-_noun	samAXAnaM
explanation-in-response-to-an-accusation_noun	saMjAyiRi
explanation_noun	arWaM/vivaraNa/samAXAnaM/vivaraM/vyAKyAnaM
explanatory-verse_noun	kArika
explanatory_adjective	vivaraMgA_weVlipe/vivaraNAwmaka
explanatory_noun	weVlividi
expletive_adjective	nirarXakamEnapaxaM
expletive_noun	pramANaM/pUrakaM
explicable_adjective	arWamayye/vivariMcaxagga
explication_noun	arWaM
explicative_adjective	nirarWakamEna_SabxaM
explicit_adjective	spaRtamEna/spaRTamEna/bAhya/spaRta
explicit_noun	spaRTaM/bAhyaM
explicitly_adverb	spaRtaMgA/nikaraMgA
explicitness_noun	spaRtawa
explode-_adjective	pelika
explode-in-anger_verb	virucukupadu
explode_adjective	baxxalu_avvu
explode_verb	Baggumanu/pelu/vispotiMcu/veVlYlagoVttu/pelcu
explodes_verb	pelciveyu/pelciveVyyi
exploding_noun	pelciveyadaM
exploit-_verb	pIlcipippiceyi
exploit_noun	SUrakqwyaM
exploit_verb	viniyogiMcu/xopidI_ceVyyi/pIdiMcu/xocuko
exploitation_noun	viniyogaM/xopidi/pidana/xopudu
exploited_adjective	viniyogiMcina/pIdiMcina
exploiting_noun	viniyogiMcadaM/pIdiMcadaM
exploits_verb	viniyogiMcu/pIdiMcadaM
exploration_noun	anveRaNa/SoXana
exploratory_adjective	anveRaNAwmaka/SoXanAwmaka
explore_verb	SOXiMcu/anveRiMcu/veVwuku
explorer_noun	anveRakudu/SoXakudu
explores_verb	anveRiMcu
explosion_noun	peludu/visPotana/sPotanaM/visPotanaM
explosive-firework_noun	sImatapAkAya
explosive_adjective	Baggani_aMtukoVne/pele/uwsPotaka
explosively_adverb	gaBImani
explosives_noun	peludu_sAmagri/maMxuguMxu_sAmagri/maMxuguMxu_sAmAnu
expo_noun	aMwarjAwIya_praxarSana
exponent-of-the-Visishtadvaita-system-of-philosophy_noun	eVMbeVrumAlYlYu
exponent_noun	vyAKyAwa/nipuNudu/viSeRaM
exponential_adjective	viSeRamEna
export_noun	eVgumawi
export_verb	eVgumawiceVyyi
exportation_noun	eVgumawi
exported_adjective	eVgumawi_cesina
exporter_noun	eVgumawixAru/eVgumawicesevAdu
exporters_noun	eVgumawixArulu
exporting_noun	eVgumawiceyadaM
exports_noun	eVgumawi_ayyesarukulu
expose-s.g-to-public-view-_verb	raccaki_eVkkiMcu
expose_noun	viSaxaM
expose_verb	bahiraMgaM_ceyu/bayata_peVttu/bayaluparucu/bahiraMgaM_ceVyyi/bahiraMgaparacu/battabayalu_ceVyyi/eVwwicUpu
exposed_adjective	AvaraNamuleni/bahirgawa/bahiraMga/velladEna/bahiraMgamugAunnatti/weVracukoVnnatuvaMti/weVravabadinatti
exposing_noun	bahiraMgaM_ceyadaM/bayata_peVttadaM
exposition_noun	vivaraNa/vyAKyAnaM/BARyaM/prawipAxana
expositor_noun	vyAKyAnakarwa
expository_adjective	vivariMce
expostulate_verb	buxXiceVppu
expostulation_noun	buxXiceVppadaM/yAgI
expostulatory_adjective	buxXiceVppe
exposure-to-light_noun	ucCAxanaM
exposure_noun	bahirgawaM/avagAhana
expound_adjective	upanyasiMcu
expound_verb	vivariMcu/boXa_ceVyyi/boXa_paracu/boXiMcu/upanyasiMcu/vippu/vipulIkariMcu/wetaparacu
expounder_noun	arWaM_ceVppevAdu
expounding-_noun	pravacanaM
expounding_noun	pravacanaM
express-_verb	prakatiMcu
express-o.'s-feelings_verb	veVlladi_ceVyyi/veVlladiMcu
express-pleasure_verb	veVluvariMcu
express_adjective	samAnamEna
express_verb	vyakwaparucu/vyakwIkariMcu/weVliyajeyu/prakatiMcu/aBivyakwaM_ceVyyi/ceVppukoVnu/veVliparacu/veVlipuccu/vyakwaMceVyyi/vyakwaparuvu/weVliya_ceVyyi/weVliyajeVyyi
expressed-2.-grammatical-voice_noun	vAcyaM
expressed_adjective	uccariMcabadda/aBivyakwa/vyakwaM
expressed_noun	vyakwaM
expresses_verb	vyakwaparacu
expressible_adjective	uccariMcakUdina
expressing-appreciation-how-clever!-or-well-done!_interjection	huRAr!
expressing-apprehension_interjection	axxirayya!
expressing-disapproval_interjection	eVbbeV!
expressing-greatness-or-intensity-_adverb	purapura
expressing-hopelessness-and-helplessness_interjection	hawosmi!
expressing-horror-at-some-sinful-act_interjection	harihari
expressing-negation_interjection	abbe!
expressing-o.'s-grief_noun	moVwwukolu
expressing-surprise-or-grief_interjection	annannA!
expressing-surprise-or-wonder_interjection	oho!
expressing-surprise_interjection	ayAre!,_ayyAre!/re!
expressing-wonder_interjection	OrA/OrOrA
expressing_adjvl.	boXaka
expression-_noun	nudikAraM/paxabaMXaM/prakatana/rUpakalpana
expression-of-meaning_noun	arWOyakwIkaraNaM
expression-of-pain-or-displeasure_interjection	abbA
expression-of-surprise_interjection	abba
expression-of-thanks_noun	XanyavAxAlu
expression-or-portrayal-of-emotion_noun	rasapoRaNa
expression_noun	vyakwIkaraNa/muKakavalYika/aBivyakwi/BaMgima/nudi/ukwi
expressionless_adjective	nirvikAra/BAvarahiwaM
expressions-and-gestures_noun	hAvaBAvAlu
expressions-in-current-usage_adjective	nirUda
expressive-of-appreciation_interjection	vahvA!
expressive-of-crawling_adverb	jarajarA
expressive-of-disgust_interjection	wU/wuWU/wUWU
expressive-of-pain_interjection	ammA
expressive-of-rattling_adverb	takataka
expressive-of-relief_interjection	ammayya/hammEya!
expressive-of-sorrow-alas!_interjection	ayyayyo!,_ayyo
expressive-of-sound-of-dragging_adverb	jarajarA
expressive-of-surprise_interjection	ammaro!
expressive-of-various-emotions_interjection	bApure!,_bAboyi!
expressive-of_adjective	aBivyaMjaka
expressive_adjective	BAvasporaka/viSaxa
expressiveness_noun	aBivyakwi
expressly_adverb	spaRtaMgA
expressness_noun	spaRtawa
expropriated-or-dispossessed-or-homeless-person_noun	nirvAsiwudu
expulsion_noun	bahiRkAraM/bahiRkaraNa/veVlYlakoVttadaM/bahiRkaraNaM/uxvAsaM/uxvAsanaM
expunge_verb	koVttiveVyyi
exquisite_adjective	axBuwamEna/sunniwamEna/sarasamEna
exquisitely_adverb	axBuwaMgA/sunniwaMgA/sarasaMgA
exsudation_noun	boVttuboVttugA_kAradaM
exsude_verb	kArcu
extant_adjective	aswiwvaMlo_unna
extasied_adjective	paravaSamEna
extasy_noun	paravaSawa
extatic_adjective	awyAnaMxamugala
extempore-verse_noun	AsukaviwvaM
extempore-verses_noun	cAtuvulu
extempore_adjective	cAtu
extempore_adverb	AsuXAragA
extempore_noun	Asuvu
extend,-direct-or-concentrate-o.'s-vision_verb	nigidiMcu
extend-_verb	parucu
extend.-direct-or-concentrate-o.'s-vision_verb	nigudcu
extend_adjective	kappu/pAku1,_prAku/viswariMpa_ceVyyi
extend_verb	cAvu/poVdigiMcu/viswariMpajeVyyi/cAcu/vyApiMcu/cApu/jApu/neVrapu2,_neVrupu/peVMcu/sAgaxIyu/sAgaxiyyi/sAriMcu/viswariMcu/vyApiMpaceVyyi/vyApwaMceVyyi
extended_adjective	poVdigiMcina/viswarimpajesina/vyApiMcina/viswqwa
extending-_noun	prasaraNaM
extending_noun	paryApwaM
extension-_noun	prasAraM
extension_noun	poVdigiMpu/axanaM/viswaraNa/viswariMcadaM/AyamaM/virivi/viswaraM/vyApwi/yApanaM
extensive_adjective	vipulamEna/viSAlamEna/peVxxaeVwwuna/suviSAla/vipula/virivi/viSAla/viswIrNamEna/viswqwa
extensive_verb	vipula/virivi
extensively_adjective	viswAraMgA
extensively_adverb	vipulaMgA/peVxxaeVwwuna/virivigA/viswAraMgA/viswqwaMgA
extensiveness_noun	bAhulYyaM/virivi
extent_noun	viSAlaM/BUBAgaM/mattu/mera/pariNAhaM/pAti/pramANaM/vAsi/vESAlyaM/viswaraM/viswaraNa/viswIrNaM/viswIrNawa
extenuation_noun	wakkuva_kAvadaM
exterior_adjective	bAhya/veVlupali/bayati
exterminate_verb	xuMpanASanaM_ceVyyi
exterminating_adjective	pAducese
extermination_noun	xuMpanASanaM/samUlanASanaM/ucCiwwi
exterminator_noun	xuMpanASanaM_cesevAdu
external-organs-of-generation-in-either-sex_noun	upasWa
external_adjective	bayati/veVlupali/veVlupati/bayiti_veVlapati
external_adjvl.	bahiH
externally_adjective	pEki
externally_adverb	bAhyaMgA/battabayalugA/bayitiki/pEki
extinct_adjective	Arina/nirmUlamEna/callArina/vilupwa
extinction_noun	nASanaM/nasiMpu/nirmUlaM/nirvANaM
extinguish-lamp_noun	Uxu
extinguish_verb	Arcu/nirmUliMcu/callAru/Arpu/malupu
extinguished_adjective	Arina
extinguisher_noun	agni_mApini/xIpaM_AripoVyyetatlu_mUse_pE_mUwa
extirpate_verb	nirmUlanaM_ceVyyi/nirmUlaM_ceyi,_nirmUliMcu
extirpated_adjective	nirmUlamEna
extirpation_noun	xuMpanASanaM/ucCiwwi
extol_verb	poVgudu/praSaMsiMcu/kIrwiMcu/swuwiMcu/aMkiMcu/koVniyAdu/praswuwiMcu
extolled_adjective	swuwiMcabadda
extolment_noun	aBinaMxanalu/poVgadwalu/praSaMsalu
extort_verb	guMju
extortion_noun	xaMdaga/xaMdukoVnnadabbu/xopidI
extortionate_verb	xopidiceVyyi
extortioner_noun	anyAyagAdu
extra-long-vowel-having-a-value-one-and-a-half-time_noun	pluwaM
extra-player-in-a-game_noun	sawrakAya
extra_adjective	aXika/axanapu/awi/iwara/pE/iMkA/kAka/kAkuMdA
extra_adverb	aXikaMgA
extra_noun	awi
extra_verb	aXika
extract-essence_adjective	nigguwercu
extract-from-a-longer-piece-of-writing_noun	KaMdika
extract-minerals_verb	niRkarRiMcu
extract-money_verb	guMju
extract_noun	wIsinaxi/niggu/sAraM
extract_verb	kaRtaMgA_wiyyi/poVMxu/uxXariMcu/wiyyi/guMju/peVkaliMcu,_peVgaliMcu,_peVkalcu,_peVgalcu/rAbattukoVnu/UdapeVruku/UdawIyu/veVlYlaxIyu
extracted_adjective	uxXariMcina/uxXqwa
extracting_noun	uxXariMcadaM/wIwa
extraction-of-minerals_noun	niRkarRaNaM/uxgrahaNa
extraction_noun	saMgrahaM/wIyataM/sAraM/pippi/vUdaxiyyadaM/UdaxiyyadaM
extractor_noun	piMdesAXanaM/pIlcesAXanaM
extracts_verb	uxXariMcu
extradite_verb	appagiMcu
extradition_noun	appagiMcataM/rappiMcadaM
extrajudicially_adverb	awikramaMgA
extramundane_adjective	jagawwulo_leni
extraneous_adjective	asvABAvika/vixeSIya/anyamEna/saMbaMXaM_leni
extraordinaries_noun	aniScayamEna
extraordinarily_adverb	apUrvaMgA/asAXAraNaMgA/axbuwaMgA/viSiRtaMgA
extraordinary_adjective	asAXAraNamEna/viSiRtamEna/prawyekamEna/awiSayamEna/apurUpa/asAXAraNa/viSeRa
extraordinary_noun	prawyekaM
extrapolated_adjective	aMcanA_vesina
extrapolation_noun	bAhyanikRepaM
extrasensory_adjective	awIMxriya
extrasensory_verb	awIMxriya
extraterrestrial_adjective	grahAMwara
extravagance_noun	xubArA/awivyayaM
extravagant_adjective	amiwa/xubArA/viparIwa/viSqMKala/awi_amiwamEna
extravagant_verb	viSqMKala
extravagantly_adverb	awigA/xubArAgA/amiwaMgA/miwimIri/mattumIri/rAjasaMgA
extravaganza_noun	AdaMbaraM
extravasated_adjective	woVligina
extravasation_noun	woVlagadaM
extreme-desire_noun	wuwwara
extreme-displeasure_noun	peraluka
extreme-end-or-tip_adjective	koVttakoVna/koVttakoVsa
extreme-end-or-tip_noun	koVttakoVna/koVttakoVsa
extreme-greed_noun	perAsa
extreme-happiness_noun	amaMxAnaMxaM
extreme-heat-from-charcoal_noun	ciMwanippulu
extreme-heat_noun	nikkAka
extreme-lust_noun	wuwwara
extreme-offence_noun	peraluka
extreme-poverty_noun	uMCaM
extreme_adjective	awyaMwamEna/cittacivari/kadapati/wIvra/parama/awyaMwa/attadugu/gADa/mikkutaM/uwkataM/viparIwa/yama
extreme_noun	koVna/koVsa/haxxu/vAMdlaxi_yeVtU_viparIwaM
extreme_verb	kadapati/wIvra/yama
extremely-poor-person_noun	xarixranArAyaNudu
extremely_adjective	eVMwo
extremely_adverb	cAlA/wIvraMgA/eVMwo/viparIwaMgA
extremetorment_noun	yamayAwana
extremism_noun	wIvravAxaM/awivAxaM
extremist_noun	wIvravAxi/awivAxi/viparIwavAxi
extremists_noun	miwavAxulu
extremities_noun	vEpariwyAlu/kAlYlYu_cewulu/civari_BAgAlu
extremity_noun	aMwyaM/vEparIwyaM/civari_BAgaM/Aku/civara/pawrahariwaM_kaligi_uMdexi/reku
extricate-o-s_adjective	bayatapadu
extricate-o.-s._verb	bayatapadu
extricate_verb	piMdu/veVlikiwIyu/wappiMcu/veVlikiwiyyi/vidipiMcukoVnu/vidipiMcuko/vidipiMcu
extrication_noun	waraNaM
extrinsic_adjective	bayati
extrinsically_adverb	bAhyaMgA
extrovert_noun	bahirmuKudu
extroverts_noun	bahirmuKulu/ullasavaMwulu
extrusion_noun	veVlYlabeVttadaM
exuberance_noun	aBivqxxi/awiSayaM/ubbu
exuberant_adjective	ullAsavaMwamEna/samqxXa/susaMpanna/aKaMda
exuberantly_adverb	awiSayaMgA
exudation_noun	sravaNaM
exude-_adjective	odu
exude-sap_verb	kArcu
exude_adjective	kAru/uralu/urlu/Uru/uttipadu
exude_verb	kArcu/praxarSiMcu/veVluvarcu/sraviMcu/kAru/uttipadu
exulcerated_adjective	SeVlabArina
exulceration_noun	SeVlabAradaM
exult-_adjective	poVMgu
exult_verb	AnaMxiMcu
exultation_noun	AnaMxaM/praharRaM
exuvie_noun	visarjiMbaddaxi
eye-ball_noun	guddu
eye-gum_noun	pusi
eye-hospital_noun	newravExyasAla
eye-in-a-peacock's-feather_noun	neVmalikannu
eye-salve_noun	aMjanaM/kalikaM/kAtuka
eye-that-squints_noun	meVlla
eye-witness_noun	prawyakRasAkRi/prawyakRasAkRyaM
eye_noun	kannu/akRi/cakRuvu/kalYlYu/kaMdlu/locanaM/nayanaM/newraM/newramu/vilocanaM
eye_verb	vUrakacUcu/kannuveVyyi/UrakacUcu
eyeball_noun	kanuguddu
eyeballs_noun	kanupApalu
eyebrow_noun	kanuboVmma/boVmma/kanuboVma
eyed_verb	pariSIliMcu/gamaniMcu
eyefly_noun	sannaxoma
eyeglasses_noun	cUpu/xqRti/xqSyamu
eyeing_noun	saMxehaMwo_cUdadaM/korikawo_cUdadaM/uwsukawo_cUdadaM
eyelash.-_noun	pakRmaM
eyelash_noun	reVppa/kanuboVma/kanuboVmma/pakRma/reVppaveVMtruka
eyelid_noun	kanureVppa/reVppa
eyelids_noun	kanu_reVppalu
eyeliner_noun	kAtuka
eyepiece_noun	akRi_katakaM/EpIs
eyes-possessing-spiritual-insight_noun	xivyacakRuvulu
eyes_noun	kalYlYu
eyeservant_noun	Bakwi_lenivAdu
eyesight_noun	cUpu/kaMticUpu
eyesore_noun	asahyaM/kannu_kuttu
eyewash_noun	kanuwudupu
eyewitness_noun	prawyakRasAkRi/prawyakRa_sAkRi
eyre_noun	saMcAranyAyasWAnaM
ezhaustless_adjective	akRayamEna
f-days-spent-by-the-sun-in-each-one-of-the_noun	kArweV
f_ABBR	jva_koV/PA
fab_adjective	axBuwa
fabian_adjective	PAbiyanalaku_saMbaMXiMcina
fabian_noun	PAbiyanijaM_maxxawuxAru
fable-_noun	purANaM
fable_noun	kalpiwakaWa/pukkitipurANaM/nIwikaWa/BAgowaM/kaWa/pukkiti_purANaM/uxaMwaM
fable_verb	kaWa_kalpiMcu
fabled_adjective	kalpiMciceVppina/prasixXamEna
fables_noun	kAkamma_kaWalu/kAkamma_kburlu
fabric_noun	batta/vaswraM/nirmANaM/newa/allika
fabricate-falsehoods_verb	sqRticeVyyi/sqRtiMcu
fabricate_verb	kattu/neyi/allu/nirmiMucu/sqRtiMcu/kalpiMcu/banAyiMcu/kalipiMcu
fabricated_adjective	kalpiMcina
fabrication_noun	kalpana/newa/allakaM/kalpiwaM/banAyiMpu/kattukaWa
fabrick_adjective	sqRtiMcabaddaxi
fabulist_noun	kaWakudu
fabulous_adjective	kalpiwamEna/mahawwara/axBuwa/kalpiwa
fabulously_adverb	kaWagA/nammaSakyaMgAni/axBuwaMgA
facade_noun	Bavana_muKaM
face-_noun	moVhaM
face-downwards_adverb	borlA
face-downwards_verb	borlA
face-lift_noun	wIrcixixxe_viXAnaM
face-of-an-animal-having-a-projecting-snout-or-muzzle_noun	mora
face-of-an-animal_noun	mora
face-to-face_adverb	eVxureVxurugA/muKAmuKi
face-was-wreathed-in-smiles_adjective	viriyu
face_noun	muKaM/rUpaM/ASyaM/momu/mora/moVgaM/moVgamu/moVKaM/mugaM/muhaM/muKamu/mUwi/vakwraM/vAyi
face_verb	eVxurko/eVxiriMcu/anuBaviMcu/eVxuravvu/walapadu/wArukoVnu
faceless_adjective	muKaMceVllani
faces_noun	malaM
facet-or-flat-side-of-an-object-like-a-pyramid-or-crystal_noun	palaka
facet_noun	koNaM/PalakaM/patteV
facetious_adjective	apahAsya/parihAsa_praXAnamEna/sarasamEna/hAsyapUriwa/sarasa
facetiously_adverb	sarasaMgA
facetiousness_noun	sarasaM
facets_noun	koNAlu/PalakAlu
facial-expression_noun	BaMgima/vAlakaM
facial-expressions_noun	kavalYika/muKakavalYikalu
facial-features_noun	kavalYika/lakRaNaM
facial_adjective	muKa
facile_adjective	welikagA_poVMxagalige
facilitate_adjective	upakariMcu
facilitate_verb	sOkaryaM_kaligiMcu/sugamaM_ceVyyi/sulaBaM_ceVyyi/upakariMcu
facilities-and-resources_noun	sAXanasaMpawwi
facilities_noun	haMgulu
facility_noun	sOkaryaM/saxupAyam/anuvu/saxupAyaM/sOlaByaM/suluvu/sulYuvu/vasawi
facing-_adverb	muKamE
facing-each-other_adverb	eVxurubaxurugA
facing-one-another_adverb	eVxurubaxurugA
facing_adjective	aBimuKaMgA_vuMde/aBimuKaM
facing_adverb	eVxuruguMdA
facing_noun	aBimuKaM/eVxurukoVnadaM/pE_wattu
facsimile_noun	nakalu/prawirUpaM/prawi
fact-reality_noun	waWyaM/waXyaM
fact_noun	vAswavaM/sawyaM/nijaM/yaxArXaM/yaWArWaM/yaxArwaM/yaxArWaM
faction_noun	varagaM/muTA/kakRi/kUtami/cIlika/vargaM
factional_adjective	varga/muTA
factious_adjective	kqwrimamEna
factiously_adverb	kqwrimaMgA
factitious_adjective	kqwrimamEna
factor_noun	aMSaM/BAgaM/kAraNaM/kArakaM
factoring_noun	aMSIkariMcadaM
factory-siren_noun	goVttaM
factory_noun	karmAgAraM/kArKAnA/PAktarI/girni
facts_noun	nijAlu/vAswavAlu/BogattA
factual_adjective	vAswavika/nijamEna/yaxArXa/yaWArWa
factually_adverb	vAswavikaMgA/waWyAwmakaMgA
faculties_noun	manaSSakwi/viBAgaM/[viSvavixyAlaya]_acAryulu
faculty_noun	viBAgaM/SAKa/manaSSakwi/AcAryudu
fad_noun	velaMveVrri
fade-away_adjective	surugu
fade_adjective	vAdu
fade_verb	varNaM_wappu/veVluvu/kAMwihInamavu/vAdu
fadeclear-up_verb	veVliyu
faded_adjective	varNamuwappina/veVlisina/mlAna
fader_noun	kRINakari
fades_verb	veVlisi_povu
fading-away_adjective	kRINa
fading_adjective	vAdipoVyye
fading_noun	veVlisipovataM/mlAni
faecal-matter_noun	malamu/purIRamu
faecal_adjective	malaM_saMbaMXiMcina/ceVwwa_saMbaMXiMcina
faeces_noun	malaM/ceVwwA_cexAraM/malamu/purIRaM/purIRamu
faffing_noun	saMkociMcadaM
fag_noun	Srama/visugugoVlipe_pani/sigareVt
fag_verb	Sramapadu
fagged_adjective	alisina
faggot_noun	katteVpullalaxiMdu/mAMsapu_vaMtakaM/katteVla_mUta
faggot_verb	kattalu_kattu
faggots_noun	mAMsapu_vaMtakAlu/katteVla_mUtalu
fail,-to-boomerang_verb	beVdisikoVttu
fail_adjective	bIrupovu/goviMxA_koVttu/odu/Udu
fail_noun	viPalaM/wappadaM
fail_verb	viPalaM_avvu/wappu/bIrupo
failing-_noun	nerami
failing_noun	viPalaM/wappu/nerami
failure-or-lack-of-rain_noun	anAvqRdi
failure_noun	vEPalyaM/wappu/apajayaM/asaPalawa/BaMgapAtu/otami/otu/viPalawa/viPalawvaM
faineant_noun	cewakAnivAdu
faint_adjective	maMxamEna/mlAna/mUrCapovu/mUrCilu/pelava/solu
faint_noun	mUrCa/spqhawappataM
faint_verb	mUrCapovu/spqhawappu/sanna/solu/soVmmasillu
fainter_noun	mUrCillinavAdu
fainting-fit_noun	soVMma[rogaM]
fainting_noun	mUrCa/apasmAraM/vAya/wippu
faintish_adjective	soVkkeVwwina
faintly_adverb	hInaMgA/mUrcapoyinatlugA/AlApanagA/lIlagA/veVliwigA/veVlwigA
faintness_noun	mAMxyaM/mlAni/SoRaNaM
fair-2.-confusion_noun	saMwa
fair-complexion_noun	cAmanacAya/CAya
fair-eyed-woman_noun	waMmikaMti
fair-in-complexion-_adjective	pasimi
fair-trade_noun	mukwa_vyApAra_nIwi
fair_adjective	cakkani/suMxara/samaMjasaM/sarasa/uciwa/XarmasammawaM
fair_adverb	meVlligA
fair_noun	melYA/PEr/saMwa
fair_verb	sarasa/suMxara
fairbrother_noun	Perbraxar
fairer_adjective	niRpakRa
fairground_noun	samuciwakAraNaM
fairies_noun	xevaganikalu
fairings_noun	saMwalo_koVnukkunna_viMwEna_vaswuvulu/saMwalo___koVnukkunna_viMwEna_vaswuvulu
fairly_adjective	cakkagA
fairly_adverb	cakkagA/bAgA/nyAyaMgA/pariRkAraMgA
fairness_noun	niRpakRapAwaM/nyAyabaxXaM/sOMxaryaM
fairs_noun	praxarSanalu
fairway_noun	Perve
fairy-lady_noun	xevakAMwa
fairy-tales_noun	pexarAsi_peVxxamma_kaWalu
fairy_adjective	xevaganika_saMbaMXa/xivyamEna
fairy_noun	mohini
fairytale_noun	axBuwagAXa
faith_noun	nammakaM/viSvAsaM/BaravasA/BarosA/guri/nammika
faithful-follower_noun	diMgari
faithful_adjective	nammakamEna/viSvAsipAwramEna/viSvAsamugala/viSvAsaMgala
faithfully_adverb	nammakaMgA/viSvAsanIyaMgA/viSvAsaMgA
faithfulness_noun	viSvAsyawa/viSvAsaM
faithless_adjective	viSvAsamuleni
faithlessness_noun	kapataM
fake_adjective	nakilI
fake_verb	nakilI
faked_adjective	boVlli_boVlli
fakir_noun	PakIru
falcated_adjective	gAlaM_valeV_vuMde
falchion_noun	oVka_warahA_KadgaM
falcon_noun	dega/gaxxa/graxxa/syenaM
fall-_adjective	padu/pawanaM_avu/rAlipadipovu
fall-a-prey--to_adjective	bali_avvu
fall-asleep_adjective	nixra_povu/nixriMcu/nixuriMcu
fall-back-on_verb	ASrayiMcu
fall-back_adjective	cerapadu
fall-behind_adjective	xigabadipovu
fall-behind_verb	veVnakabadu
fall-down_adjective	kUlapadu
fall-down_verb	kUlu
fall-from-a-high-position_noun	uwpawanaM
fall-from-power_noun	paxavIcyuwi
fall-in-_adjective	pUdu
fall-in-a-heap_adjective	kuppa[gA]_kUlu
fall-in-love-with_adjective	rucimaragu
fall-in-love-with_verb	premiMcu/valacu/wagulukoVnu
fall-in-love_verb	premiMcu
fall-in-to-_adjective	padu
fall-in-to-disrepair_verb	pAdupadu
fall-in_verb	pUdu
fall-like-rain_adjective	kuriyu
fall-on-o's-back_adjective	veVlikilabadu
fall-on-o-'s-face_adjective	borlApadu
fall-out_noun	padipovadaM/waggipovu
fall-out_verb	GatiMcu/kalugu/saMBaviMcu
fall-over_adjective	oVrigipadu/oVrigipovu/wiragabadu
fall-sick-_adjective	mUlapadu
fall-sick_adjective	jabbupadu/maMcaM_eVkku/maMcaM_pattu
fall-sick_verb	jabbupadu
fall-to-o.'s-lot-_adjective	prApwiMcu
fall-upon-_adjective	padu/pEbadu
fall-upon_adjective	kalabadu/kalayabadu/kalebadu/kaliyabadu
fall-upon_verb	pEbadu
fall-within_adjective	lobadu
fall-within_verb	lobadu
fall[ing]-_noun	pawanaM
fall_adjective	Udu
fall_noun	padadaM/cyuwi/pAwaM/waggiMpu
fall_verb	padu/kriMxapadu/rAlu
fallacious_adjective	mosaMgA_vuMde
fallaciously_adverb	mAyagA
fallaciousness_noun	mosaM
fallacy_noun	mosaM/warka_xoRaM/BrAMwi/aBAsa/ABAsaM/kuwarkaM
fallen-person_noun	BraRtudu/pawiwudu
fallen_adjective	padda/padina/waggina/cyuwa/pawiwa
fallibility_noun	poVrabAtu
fallible_adjective	poVrabade
falling-or-dropping-asleep_noun	kUruku
falling-out-of-use_noun	vyavahAracyuwi
falling-pitch-in-Vedic-recitation_noun	anuxAwwasvaraM
falling-to-the-lot-of_noun	pAli1_pAlu
falling_adjective	pade/avarohi
falling_noun	Atu/BraMSaM/pawanaM/xiguxala
fallout_noun	padipovataM
fallow_noun	bIdu/baMjaru
fallows_noun	bIlYlu
falls_noun	jalapAwamu/nirXaramu/seVlayeru
false,-lying_adjective	boVMku
false-accusation_noun	apaniMxa/apaxUru
false-hair-or-wig-worn-by-a-woman_noun	savaraM
false-idea_noun	Brama
false-logic_noun	kuwarkaM/meVttavexAMwaM
false-name_noun	mAruperu
false-prestige_noun	hoRu
false-pride_noun	dAbu/xuraBimAnaM
false_adjective	abaxXAla/kqwrima/wappEna/abaxXa/anqwa/asawya/boVlli_boVlli/bUtaka/kallaboVlli/kuhanA/kUta/mAya/miWya/nakilI/wuttu
false_noun	apasvaraM
false_verb	kallaboVlli
falsehood_noun	abaxXaM/asawyaM/kalla/miWya/anqwaM/apasawyaM/boVMku/hulYakki/ulYakki/wasuku
falsely_adverb	abaxXaMgA/wappugA
falsetto_noun	uccasvaraM
falsification_noun	kalpana
falsify_verb	abaxXaM_ceVyyi/wappugA_nirUpiMcu/kalpiMcirAyi/kalpiMcirAyu/wappugAnirUpiMcu
falsity_noun	abaxXaM/boVMku
falter_adjective	saMkociMcu/wadavu/wadumu/waduvu/welipovu/woVtrupadu
falter_verb	balahInapadu/wadabadu/saMkociMcu
faltering-steps_noun	wappatadugulu
faltering_noun	wadabAtu/woVtru/woVtrupAtu/woVttu
fame_noun	kIrwi/yaSassu/KyAwi/prawiRTa/peru/Ganawa/nirUdi/prAcuryaM/praKyAwi/prasaswi/prasixXi/praWa/vanneV/vAsi/viKyAwi/viSruwi
famed_adjective	KyAwi_poVMxina
familial_adjective	kutuMbasaMbaMXamEna
familiar_adjective	bAgAweVlisina/supariciwamEna/vAdikapadda/supariciwa
familiar_verb	pariciwa
familiarise_verb	eVrukaparacu
familiarity.-_noun	paricayaM
familiarity_noun	paricayaM/alavAtu/vihiwaM/canuvu/cerika/kalagalupu/oVxxika
familiarize_verb	alavaracu/alavaracuko
familiarized_adjective	panubadda
familiarly_adverb	canuvugA
family's_noun	kutuMba
family-_noun	saMsWAnaM
family-custom_noun	accubAtu
family-life_noun	kApuraM/saMsAraM
family-man_noun	saMsAri
family-name_noun	iMtiperu
family-person_noun	kutuMbIkudu
family-priest_noun	purohiwudu
family-relationship-_noun	saMbaMXaM
family-succession_noun	vaMSaparaMpara
family-with-a-good-standing-and-reputation_noun	Enillu
family_adjective	saMsArika
family_noun	kutuMbaM/saMsAraM/gowraM/kulaM/pravara/vaMSaM
famine_noun	karuvu/kAtakaM/xurBikRaM/kRAmaM
famish_verb	nirSanawo_uMdu/alamatiMcu
famished_adjective	Akaliwo_allAde
famishedly_adverb	AwraMgA
famishing_adjective	alamatiMcu
famous-for-his-strength_noun	BImasenudu/BImudu
famous-or-well-known-person_noun	prasixXudu
famous-person_noun	prasixXudu
famous.-_adjective	nirUda
