#Structure_of_the_file:	#Structure_of_the_file:
#English-compound-word	Hindi-meaning
,_in_short_,	safkRipwa_meM#safkRipwa_meM#noun#2#RM
cantilever_bridge	bImayA_gardara_vAlA_pula#bImayA_gardara_vAlA_pula#noun#2#RM
cantonment_executive_officer	CAvanI_kAryapAlaka_aXikArI#CAvanI_kAryapAlaka_aXikArI#noun#3#RM
capability_list	sakRamawA_sUcI#sakRamawA_sUcI#noun#2#RM
capacity_creating_process	kRamawA_sarjaka_prakriyA#kRamawA_sarjaka_prakriyA#noun#3#RM
capacity_growth	kRamawA_saMvqxXi#kRamawA_saMvqxXi#noun#2#RM
capacity_utilisation_rate	kRamawA_upayoga_xara#kRamawA_upayoga_xara#noun#3#RM
capillary_action	keSAla_kriyA#keSAla_kriyA#noun#2#RM
capillary_artery	koSikA_XamanI#koSikA_XamanI#noun#2#RM
capital_account	pUzjI_sambanXI_KAwA#pUzjI_sambanXI_KAwA#noun#2#RM
capital_accumulation	pUFjI_saFcayana#pUFjI_saFcayana#noun#2#RM
capital_and_revenue_account	pUFjIgawa_Ora_rAjasva_leKA#pUFjIgawa_Ora_rAjasva_leKA#noun#4#RM
capital_and_revenue_accounts	pUFjIgawa_Ora_rAjasva_leKe#pUFjIgawa_Ora_rAjasva_leKe#noun#4#RM
capital_asset	pUFjIgawa_parisampawwi#pUFjIgawa_parisampawwi#noun#2#RM
capital_at_charge	byAjaxeya_pUFjI#byAjaxeya_pUFjI#noun#3#RM
capital_balance_sheet	pUFjIgawa_wulana_pawra_aEleMsa_SIta#pUFjIgawa_wulana_pawra_aEleMsa_SIta#noun#3#RM
capital_charge	pUFjI_praBAra#pUFjI_praBAra#noun#2#RM
capital_cost	pUFjIgawa_lAgawa#pUFjIgawa_lAgawa#noun#2#RM
capital_credit	uxyogArWa_uXAra#uxyogArWa_uXAra#noun#2#RM
capital_depreciation_reserve_fund	pUFjI_mUlyaha_aAsa_ArakRaNa_niXi#pUFjI_mUlyaha_aAsa_ArakRaNa_niXi#noun#4#RM
capital_employed	niyojiwa_pUFjI#niyojiwa_pUFjI#noun#2#RM
capital_equipment	pUFjIgawa_upaskara_apakaraNa#pUFjIgawa_upaskara_apakaraNa#noun#2#RM
capital_expenditure	pUzjIgawa_vyaya#pUzjIgawa_vyaya#noun#2#RM
capital_expenditure_budget	pUFjIgawa_vyaya_bajata#pUFjIgawa_vyaya_bajata#noun#3#RM
capital_expenditure_or_expenses	pUFjIgawa_Karca_ayaya#pUFjIgawa_Karca_ayaya#noun#4#RM
capital_finance_account	pUFjIgawa_vwwi_leKA#pUFjIgawa_vwwi_leKA#noun#3#RM
capital_formation	pUFjI_nirmANa#pUFjI_nirmANa#noun#2#RM
capital_gain	pUzjIgawa_lABa#pUzjIgawa_lABa#noun#2#RM
capital_gains	pUFjI_aiBalABa#pUFjI_aiBalABa#noun#2#RM
capital_gains_tax	pUFjIgawa_aXilABa_kara#pUFjIgawa_aXilABa_kara#noun#3#RM
capital_goods	pUFjIgawa_mAla#pUFjIgawa_mAla#noun#2#RM
capital_goods_industries	pUFjIgawa_mAla_aaswu_uxyoga#pUFjIgawa_mAla_aaswu_uxyoga#noun#3#RM
capital_grant	pUzjIgawa_anuxAna#pUzjIgawa_anuxAna#noun#2#RM
capital_inflow	pUFjI_Agamana#pUFjI_Agamana#noun#2#RM
capital_input_ratio	pUFjI_niviiRta_anupAwa#pUFjI_niviiRta_anupAwa#noun#3#RM
capital_inputs	pUFjI_niviiRtayAM#pUFjI_niviiRtayAM#noun#2#RM
capital_investment	pUEYFjI_niveSa#pUEYFjI_niveSa#noun#2#RM
capital_investment_bond	pUFjI_niveSa_bANda#pUFjI_niveSa_bANda#noun#3#RM
capital_levy	pUFjIkara#pUFjIkara#noun#2#RM
capital_loss	pUFjIgawa_hAni#pUFjIgawa_hAni#noun#2#RM
capital_machinery	pUFjIgawa_maSIneM#pUFjIgawa_maSIneM#noun#2#RM
capital_market	pUFjI_bAjAra#pUFjI_bAjAra#noun#2#RM
capital_movements	pUFjI_saFcalana#pUFjI_saFcalana#noun#2#RM
capital_outflow	pUFjI_kA_bahirgamana#pUFjI_kA_bahirgamana#noun#2#RM
capital_outlay	pUFjIgawa_parivyaya#pUFjIgawa_parivyaya#noun#2#RM
capital_participation	pUFjI_sahaBAgiwA#pUFjI_sahaBAgiwA#noun#2#RM
capital_payments	pUFjIgawa_axAyagiyAM#pUFjIgawa_axAyagiyAM#noun#2#RM
capital_profit	pUFjIgawa_lABa#pUFjIgawa_lABa#noun#2#RM
capital_punishment	mqwyu_xaNda#mqwyu_xaNda#noun#2#RM
capital_raised_through_issue_of_prospectus	kampanI_kI_vi_iAIya_sWiwi_kA_vivaraNa_pawaWaura_jArI_wakara_jutAyI_gayI_rASi#kampanI_kI_vi_iAIya_sWiwi_kA_vivaraNa_pawaWaura_jArI_wakara_jutAyI_gayI_rASi#noun#4#RM
capital_receipts	pUFjIgawa_prApwiyAM#pUFjIgawa_prApwiyAM#noun#2#RM
capital_redemption	pUFjI_vApasI_IrawixAna#pUFjI_vApasI_IrawixAna#noun#2#RM
capital_redemption_reserve_fund	pUFjI_prawixAna_ArakRaNa_niXi#pUFjI_prawixAna_ArakRaNa_niXi#noun#4#RM
capital_requirements	pUFjIgawa_AvaSyakawAez_zpekRAez#pUFjIgawa_AvaSyakawAez_zpekRAez#noun#2#RM
capital_reserves	pUEYFjI_ArakRiwa#pUEYFjI_ArakRiwa#noun#2#RM
capital_resources	pUFjIgawa_saMsAXana#pUFjIgawa_saMsAXana#noun#2#RM
capital_stock	pUzjI_bAjAra#pUzjI_bAjAra#noun#2#RM
capital_stores	pUFjIgawa_sAmAna#pUFjIgawa_sAmAna#noun#2#RM
capital_structure	pUFjI_saMracanA_AinyAsa#pUFjI_saMracanA_AinyAsa#noun#2#RM
capital_value	pUFjIgawa_mUlya#pUFjIgawa_mUlya#noun#2#RM
capitalisation_of_revenue_expenditure	rAjasva_Karca_kA_pUFjIkaraNa#rAjasva_Karca_kA_pUFjIkaraNa#noun#1#RM
capitalist_economy	pUzjIvAxI_arWavyavasWA#pUzjIvAxI_arWavyavasWA#noun#2#RM
capitalization_of_reserve	ArakRiwa_niXi_kA_pUFjIkaraNa#ArakRiwa_niXi_kA_pUFjIkaraNa#noun#1#RM
capitalize_expenses	pUFjIkqwa_vyaya#pUFjIkqwa_vyaya#noun#2#RM
capitalized_interest	pUFjIkqwa_byAja#pUFjIkqwa_byAja#noun#2#RM
capitalized_profit	pUFjIkqwa_lABa#pUFjIkqwa_lABa#noun#2#RM
capitalized_value	pUFjIkqwa_mUlya#pUFjIkqwa_mUlya#noun#2#RM
capitation_fee	prawivyakwi_PIsa#prawivyakwi_PIsa#noun#2#RM
capitation_tax	prawivyakwi_kara#prawivyakwi_kara#noun#2#RM
caps_lock_key	kEpasa_loYka_kuEYFjI#kEpasa_loYka_kuEYFjI#noun#3#RM
captioned_note	SIRAr_rkiwa_nota#SIRAr_rkiwa_nota#noun#2#RM
captive_market	AbaxXa_bAjAra#AbaxXa_bAjAra#noun#2#RM
captive_power_plant	AbaxXa_bijalI_xara#AbaxXa_bijalI_xara#noun#3#RM
car_battery	kAra_bEtarI#kAra_bEtarI#noun#2#RM
car_bomb	kAra_meM_raKA_gayA_bama#kAra_meM_raKA_gayA_bama#noun#2#RM
car_care	kAra_kA_raKa_raKAva#kAra_kA_raKa_raKAva#noun#2#RM
car_carrier	kAra_vAhaka#kAra_vAhaka#noun#2#RM
car_company	motarakAra_kampanI#motarakAra_kampanI#noun#2#RM
car_door	kAra_kA_xaravAjA#kAra_kA_xaravAjA#noun#2#RM
car_refreshment_room_manager	yAna_upAhAra-kakRa_prabanXaka#yAna_upAhAra-kakRa_prabanXaka#noun#4#RM
car_sales	motarakAra_kI_bikrI#motarakAra_kI_bikrI#noun#2#RM
car_salesman	motara_vikrewA#motara_vikrewA#noun#2#RM
caramel_brown	BUrI_xagXa_Sakkara#BUrI_xagXa_Sakkara#noun#2#RM
caramel_bun	mITA_pAva#mITA_pAva#noun#2#RM
carbon_atom	kArbana_paramANu#kArbana_paramANu#noun#2#RM
carbon_black	koyale_sA_kAlA#koyale_sA_kAlA#noun#2#RM
carbon_copy	kArbana_prawi#kArbana_prawi#noun#2#RM
carbon_deposit	kArbana_kI_waha#kArbana_kI_waha#noun#2#RM
carbon_dioxide	kArbana_dAiAksAida#kArbana_dAiAksAida#noun#2#RM
carbon_disulfide	kArbana_dAisalPAida#kArbana_dAisalPAida#noun#2#RM
card_catalog	kArda_sUcIpawra#kArda_sUcIpawra#noun#2#RM
card_catalogue	kArda_sUcIpawra#kArda_sUcIpawra#noun#2#RM
card_index	kArda_sUcI#kArda_sUcI#noun#2#RM
card_index_cabinet	kArda_sUcaka_kebineta#kArda_sUcaka_kebineta#noun#3#RM
card_index_clerk	kArda_sUcaka_klarka#kArda_sUcaka_klarka#noun#3#RM
card_index_drawer	kArda_sUcaka_xarAja#kArda_sUcaka_xarAja#noun#3#RM
card_programmed_calculator	kArda_kramAxeSiwa_parikaliwra#kArda_kramAxeSiwa_parikaliwra#noun#3#RM
card_reader	kArda_pATaka#kArda_pATaka#noun#2#RM
cardiac_surgeon	hqxaya_sarjana#hqxaya_sarjana#noun#2#RM
cardinal_principle	muKya_sixXAnwa#muKya_sixXAnwa#noun#2#RM
cardiology_department	hqxaya_roga_viBAga#hqxaya_roga_viBAga#noun#2#RM
cardiovascular_disease	hqxvAhinI_roga#hqxvAhinI_roga#noun#2#RM
care_delivery	svAsWya_sambanXI_xeKaBAla#svAsWya_sambanXI_xeKaBAla#noun#2#RM
career_day	jIvana_pragawi_xina#jIvana_pragawi_xina#noun#2#RM
caretaker_government	kAmacalAU_sarakAra#kAmacalAU_sarakAra#noun#2#RM
cargo_area	Kepa_kRewra#Kepa_kRewra#noun#2#RM
cargo_bearing_vessel	mAlavAhI_jahAja#mAlavAhI_jahAja#noun#3#RM
cargo_compartment	jahAjI_mAla_kA_dibbA#jahAjI_mAla_kA_dibbA#noun#2#RM
cargo_container	nOBAra_kA_dibbA#nOBAra_kA_dibbA#noun#2#RM
cargo_manifest	nOBAra_sUcI#nOBAra_sUcI#noun#2#RM
cargo_policy	mAla_bImA_pAlisI#mAla_bImA_pAlisI#noun#2#RM
cargo_weight_capacity	mAla_BAra_kRamawA#mAla_BAra_kRamawA#noun#3#RM
carlot_purchase	battA_KarIxa#battA_KarIxa#noun#2#RM
carnal_abuse	SArIrika_xurvyavahAra#SArIrika_xurvyavahAra#noun#2#RM
carnivorous_bat	mAzsAhArI_camagAxada#mAzsAhArI_camagAxada#noun#2#RM
carpenter_bee	BOMrA#BOMrA#noun#2#RM
carpenter_cum_smith	baDaI_va_luhAra#baDaI_va_luhAra#noun#3#RM
carpenter_rigger	kARTAkAra_sajjaka#kARTAkAra_sajjaka#noun#2#RM
carpet_area	kArpeta_aarSa_kRewra#kArpeta_aarSa_kRewra#noun#2#RM
carpet_backing	kAlIna_kA_aswara#kAlIna_kA_aswara#noun#2#RM
carpet_beater	xarI_JAdane_vAlA#xarI_JAdane_vAlA#noun#2#RM
carpet_beetle	kAlIna_Bqfga#kAlIna_Bqfga#noun#2#RM
carpet_bug	kArpeta_meM_hone_vAlA_kIdA#kArpeta_meM_hone_vAlA_kIdA#noun#2#RM
carriage_account	vAhana_leKA#vAhana_leKA#noun#2#RM
carriage_and_cartage_account	vAhana_waWA_DulAWa_leKA#vAhana_waWA_DulAWa_leKA#noun#4#RM
carriage_and_carter_charges	vAhana_waWA_DulAWa_praBAra#vAhana_waWA_DulAWa_praBAra#noun#4#RM
carriage_bill	vAhana_bila#vAhana_bila#noun#2#RM
carriage_bolt	vAhanapeMca#vAhanapeMca#noun#2#RM
carriage_charges	vAhana_vyaya#vAhana_vyaya#noun#2#RM
carriage_cleaner	gAdI_klInara#gAdI_klInara#noun#2#RM
carriage_cleaning_inspector	dibbA_saPAWa_nirIkRaka#dibbA_saPAWa_nirIkRaka#noun#3#RM
carriage_cleaning_supervisor	dibbA_saPAWa_paryavekRaka#dibbA_saPAWa_paryavekRaka#noun#3#RM
carriage_dog	vAhana_KIMcane_kA_kuwwA#vAhana_KIMcane_kA_kuwwA#noun#2#RM
carriage_inward	Avaka_mAla_BAdA#Avaka_mAla_BAdA#noun#2#RM
carriage_of_records	aiBaleKoM_MikAdoraM_kA_vAhana#aiBaleKoM_MikAdoraM_kA_vAhana#noun#1#RM
carriage_outward	jAvaka_mAla_BAdA#jAvaka_mAla_BAdA#noun#2#RM
carriage_return_character	vAhana_vApasI_samprawIka#vAhana_vApasI_samprawIka#noun#3#RM
carriage_shed	gAdI_Seda#gAdI_Seda#noun#2#RM
carriage_trade	ucca-swarIya_vyApAra#ucca-swarIya_vyApAra#noun#2#RM
carridge_flag	haswafgawa_Xvaja#haswafgawa_Xvaja#noun#2#RM
carried_down	wala-SeRa#wala-SeRa#noun#2#RM
carried_forward	agrenIwa#agrenIwa#noun#2#RM
carried_over	agrenIwa#agrenIwa#noun#2#RM
carrier_bag	sAmAna_le_jAne_kA_WElA#sAmAna_le_jAne_kA_WElA#noun#2#RM
carrier_band	vAhaka_bEnda#vAhaka_bEnda#noun#2#RM
carrier_load	vAhaka_BAra#vAhaka_BAra#noun#2#RM
carrier_mechanic	vAhaka_mEkenika#vAhaka_mEkenika#noun#2#RM
carrier_signal	vAhaka_safkewa#vAhaka_safkewa#noun#2#RM
carrier_to_noise_ratio	vAhaka_rava_anupAwa#vAhaka_rava_anupAwa#noun#4#RM
carrier_wave	vAhaka_warafga#vAhaka_warafga#noun#2#RM
carry_back_of_losses	piCale_lABa_se_xAtA_pUrwi#piCale_lABa_se_xAtA_pUrwi#noun#2#RM
carry_digit	haswafgawa_afka#haswafgawa_afka#noun#2#RM
carry_flag	hAsila_Xvaja#hAsila_Xvaja#noun#2#RM
carry_forward	Age_le_jAnA#Age_le_jAnA#noun#2#RM
carry_forward_of_losses	agale_lABa_se_xAtA_pUrwi#agale_lABa_se_xAtA_pUrwi#noun#2#RM
carry_on	jArI_raKanA#jArI_raKanA#noun#2#RM
carry_one's_point	apanI_bAwa_sixXa_karanA#apanI_bAwa_sixXa_karanA#noun#3#RM
carry_out	kAryAnviwa-karanA#kAryAnviwa-karanA#noun#2#RM
carry_out_obligation	xAyiwva_kA_niBAnA#xAyiwva_kA_niBAnA#noun#3#RM
carry_over	agranayana#agranayana#noun#2#RM
carrying_charge	vahana_mUlya#vahana_mUlya#noun#2#RM
carrying_on_business	kArobAra_calAnA#kArobAra_calAnA#noun#3#RM
cartage_note	DulAWa_nota#DulAWa_nota#noun#2#RM
cartesian_coordinate	kArwIya_nirxeSaMAka#kArwIya_nirxeSaMAka#noun#2#RM
cartesian_product	kArwIya_guNana#kArwIya_guNana#noun#2#RM
cartilage_bone	muramurI_haddI#muramurI_haddI#noun#2#RM
cartoon_character	vyafgyaciwra_kA_pAwra#vyafgyaciwra_kA_pAwra#noun#2#RM
cartridge_belt	kArawUsa_kA_pattA#kArawUsa_kA_pattA#noun#2#RM
cartridge_clip	kArawUsa_klipa#kArawUsa_klipa#noun#2#RM
cartridge_disk	kArtreja_diska#kArtreja_diska#noun#2#RM
cartridge_ejector	kArawUsa_uwkRepaka#kArawUsa_uwkRepaka#noun#2#RM
cascaded_merging	sopAniwa_vilayana#sopAniwa_vilayana#noun#2#RM
cascading_effect	prapawwana_praBAva#prapawwana_praBAva#noun#2#RM
case_has_been_closed	mAmalA_samApwa_kara_xiyA_gayA_hE#mAmalA_samApwa_kara_xiyA_gayA_hE#noun#4#RM
case_study	kesa_aXyayana#kesa_aXyayana#noun#2#RM
case_under_investigation	mAmale_kI_jAzca_padawAla_kI_jA_rahI_hE#mAmale_kI_jAzca_padawAla_kI_jA_rahI_hE#noun#3#RM
cases_for_disposal	nipatAna_ke_lie_mAmale#nipatAna_ke_lie_mAmale#noun#3#RM
cases_were_reported	mAmale_sUciwa_kie_gae#mAmale_sUciwa_kie_gae#noun#3#RM
cash_account	rokada_KAwA#rokada_KAwA#noun#2#RM
cash_advance	agrima_rokada#agrima_rokada#noun#2#RM
cash_and_bank_balances	nakaxI_Ora_bEMka_jamArASiyAM#nakaxI_Ora_bEMka_jamArASiyAM#noun#4#RM
cash_and_carry	nakaxa_xo_mAla_lo#nakaxa_xo_mAla_lo#noun#3#RM
cash_and_pay_department	rokada_waWA_vewana_viBAga#rokada_waWA_vewana_viBAga#noun#4#RM
cash_at_bank	bEMka_se_rokada#bEMka_se_rokada#noun#3#RM
cash_balance	rokada_SeRa#rokada_SeRa#noun#2#RM
cash_balance_in_hand	hAWa_meM_rokada_bAkI#hAWa_meM_rokada_bAkI#noun#4#RM
cash_balance_report	rokada_SeRa_riporta#rokada_SeRa_riporta#noun#3#RM
cash_basis	nakaxa_AXAra#nakaxa_AXAra#noun#2#RM
cash_book	rokada-bahI#rokada-bahI#noun#2#RM
cash_budget	rokada_bajata#rokada_bajata#noun#2#RM
cash_certificate	nakaxI_pawra#nakaxI_pawra#noun#2#RM
cash_charges	rokada_Karca_aakaxI_Karca#rokada_Karca_aakaxI_Karca#noun#2#RM
cash_chest	wijorI#wijorI#noun#2#RM
cash_classification	rokada_vargIkaraNa#rokada_vargIkaraNa#noun#2#RM
cash_clerk	rokada_lipika#rokada_lipika#noun#2#RM
cash_consideration	nakaxa_mUlya#nakaxa_mUlya#noun#2#RM
cash_counter	rokada_patala#rokada_patala#noun#2#RM
cash_counter_clerk	rokada_patala_lipika#rokada_patala_lipika#noun#3#RM
cash_credit	nakaxa_uXAra#nakaxa_uXAra#noun#2#RM
cash_credit_accommodation	nakaxI_qNa_niBAva_aahAyawA#nakaxI_qNa_niBAva_aahAyawA#noun#3#RM
cash_credit_arrangement	rokada_uXAra_vyavasWA#rokada_uXAra_vyavasWA#noun#3#RM
cash_credit_facility	nakaxI_qNa_suviXA#nakaxI_qNa_suviXA#noun#3#RM
cash_credit_system	nakaxI_uXAra_apra_praprAlI#nakaxI_uXAra_apra_praprAlI#noun#3#RM
cash_crop	nakaxI_Pasala#nakaxI_Pasala#noun#2#RM
cash_department	nakaxI_Iokada_viBAga#nakaxI_Iokada_viBAga#noun#2#RM
cash_deposit_ratio	nakaxI_jamA_anupAwa#nakaxI_jamA_anupAwa#noun#3#RM
cash_discount	nakaxI_battA#nakaxI_battA#noun#2#RM
cash_dispenser	nakaxI_maSIna#nakaxI_maSIna#noun#2#RM
cash_doles	nakaxa_nirvaha_xAna#nakaxa_nirvaha_xAna#noun#2#RM
cash_down	ekamuSwa_nakaxa#ekamuSwa_nakaxa#noun#2#RM
cash_flow_statement	nakaxI_prApwi_vivaraNa#nakaxI_prApwi_vivaraNa#noun#3#RM
cash_generation_capacity	nakaxI_nirmANa_kI_kRamawA#nakaxI_nirmANa_kI_kRamawA#noun#3#RM
cash_import_licence	nakaxI_AyAwa_lAiseMsa#nakaxI_AyAwa_lAiseMsa#noun#3#RM
cash_in_hand	hAWa_rokada#hAWa_rokada#noun#3#RM
cash_in_transit	mArgasWa_rokada#mArgasWa_rokada#noun#3#RM
cash_inward_on_ward_register	Avaka_avaka_nakaxI_rajistara#Avaka_avaka_nakaxI_rajistara#noun#5#RM
cash_machine	nakaxa_prapwi_kI_maSIna#nakaxa_prapwi_kI_maSIna#noun#2#RM
cash_market	nakaxa_bAjAra#nakaxa_bAjAra#noun#2#RM
cash_memo	nakaxa-parcI#nakaxa-parcI#noun#2#RM
cash_on_delivery	supurxagI_para_nakaxa_axAyagI#supurxagI_para_nakaxa_axAyagI#noun#3#RM
cash_on_hand_with_banks	bEMkoM_ke_pAsa_nakaxI_Iokada#bEMkoM_ke_pAsa_nakaxI_Iokada#noun#5#RM
cash_order	nakaxI_IokadI_AxeSa#nakaxI_IokadI_AxeSa#noun#2#RM
cash_outlay	nakaxI_parivyaya#nakaxI_parivyaya#noun#2#RM
cash_paid_book	xawwa_rokada_bahI#xawwa_rokada_bahI#noun#3#RM
cash_payment	nakaxa_BugawAna#nakaxa_BugawAna#noun#2#RM
cash_prize	nakaxa_WanAma#nakaxa_WanAma#noun#2#RM
cash_purchases	nakaxa_KarIxa_aakaxa_kraya#nakaxa_KarIxa_aakaxa_kraya#noun#2#RM
cash_ratio	nakaxI_anupAwa#nakaxI_anupAwa#noun#2#RM
cash_received_book	prApwa_rokada_bahI#prApwa_rokada_bahI#noun#3#RM
cash_recovery	nakaxa_vasUlI#nakaxa_vasUlI#noun#2#RM
cash_refunds	nakaxa_vApasiyAM#nakaxa_vApasiyAM#noun#2#RM
cash_register	rokada_bahI#rokada_bahI#noun#2#RM
cash_remittance	nakaxa_aokada_preRapra#nakaxa_aokada_preRapra#noun#2#RM
cash_remittances	nakaxI_preRapra#nakaxI_preRapra#noun#2#RM
cash_requisition_register	nakaxI_mAfga_kA_rajistara#nakaxI_mAfga_kA_rajistara#noun#3#RM
cash_reserve	nakaxa_ArakRiwa_niXi#nakaxa_ArakRiwa_niXi#noun#2#RM
cash_reserve_ratio	prArakRiwa_nakaxI_niXi_anupAwa#prArakRiwa_nakaxI_niXi_anupAwa#noun#3#RM
cash_reserve_requirement	prArakRiwa_nakaxI_apekRAez#prArakRiwa_nakaxI_apekRAez#noun#3#RM
cash_sale	nakaxa_vikraya_aikrI#nakaxa_vikraya_aikrI#noun#2#RM
cash_section	rokada_anuBAga#rokada_anuBAga#noun#2#RM
cash_settlement	nakaxa_pariSoXana#nakaxa_pariSoXana#noun#2#RM
cash_shortage	rokada_kI_kamI#rokada_kI_kamI#noun#2#RM
cash_subscription	nakaxI_aiBaxAna#nakaxI_aiBaxAna#noun#2#RM
cash_subsidy	nakaxI_upaxAna_arWika_sahAyawA#nakaxI_upaxAna_arWika_sahAyawA#noun#2#RM
cash_transaction	nakaxI_sOxA#nakaxI_sOxA#noun#2#RM
cash_transactions	nakaxa_aokada_lenaxena#nakaxa_aokada_lenaxena#noun#2#RM
cash_van	koRa_yAna#koRa_yAna#noun#2#RM
caste_certificate	jAwi_pramANapawra#jAwi_pramANapawra#noun#2#RM
casting_box	sAFcA_bAksa#sAFcA_bAksa#noun#2#RM
casting_vote	nirprAyaka_mawa#nirprAyaka_mawa#noun#2#RM
castle_of_air	havAmahala#havAmahala#noun#1#RM
castor_bean	gulAbapASa_kI_sema#gulAbapASa_kI_sema#noun#2#RM
casual_and_non_recurring_receipt	Akasmika_Ora_anAvarwIr_prApwi#Akasmika_Ora_anAvarwIr_prApwi#noun#5#RM
casual_artist	aniyawa_kalAkAra#aniyawa_kalAkAra#noun#2#RM
casual_labour	aniyawa_majaxUra#aniyawa_majaxUra#noun#2#RM
casual_labourer	aniyawa_majaxUra#aniyawa_majaxUra#noun#2#RM
casual_leave	Akasmika-CuttI#Akasmika-CuttI#noun#2#RM
casual_remittance	Akasmika_aniyawa_preRapra#Akasmika_aniyawa_preRapra#noun#2#RM
casual_renewals	Putakara_baxalAWa#Putakara_baxalAWa#noun#2#RM
casual_service	nEmwwiika_sevA#nEmwwiika_sevA#noun#2#RM
casual_vacancy	Akasmika-rikwi#Akasmika-rikwi#noun#2#RM
casualty_department	ApAwa_viBAga#ApAwa_viBAga#noun#2#RM
casualty_insurance	Apaw_bImA#Apaw_bImA#noun#2#RM
casualty_officer	ApAwa_aXikArI#ApAwa_aXikArI#noun#2#RM
casualty_report	hawAhawa_riporta#hawAhawa_riporta#noun#2#RM
cat_sleep	safkRipwa_niMxrA#safkRipwa_niMxrA#noun#2#RM
catalog_sales	vikraya_wAlikA#vikraya_wAlikA#noun#2#RM
catalogue_directory	kramAxeSa_sUcI_nirxeSikA#kramAxeSa_sUcI_nirxeSikA#noun#2#RM
catalytic_agent	u_upreraka_kAraNa#u_upreraka_kAraNa#noun#2#RM
catalytic_converter	uwpreraka_samparivarwaka#uwpreraka_samparivarwaka#noun#2#RM
catastrophe_hazard	mahAsafkata_kA_KawarA#mahAsafkata_kA_KawarA#noun#2#RM
catastrophic_error	vipajFilwalqApUrNa_wruti#vipajFilwalqApUrNa_wruti#noun#2#RM
catch_word	sUcaka_Sabxa#sUcaka_Sabxa#noun#2#RM
catchment_area	sravaNa_kRewra#sravaNa_kRewra#noun#2#RM
catchment_basin	jalagrahaNa_kRewra#jalagrahaNa_kRewra#noun#2#RM
catechetical_instruction	praSnowwara_viXi_xvArA_XArmika_sixXAnwoM#praSnowwara_viXi_xvArA_XArmika_sixXAnwoM#noun#2#RM
categories_of_investors	niveSakarwAoM_ke_varga_aI_SrepriyAM#niveSakarwAoM_ke_varga_aI_SrepriyAM#noun#1#RM
catenary_wire	ketinarI_wAra#ketinarI_wAra#noun#2#RM
catering_audit_section	KAnapAna_vyavasWA_leKA_parIkRA_anuBAga#KAnapAna_vyavasWA_leKA_parIkRA_anuBAga#noun#3#RM
catering_inspector	Bojana_prabanXa_nirIkRaka#Bojana_prabanXa_nirIkRaka#noun#2#RM
catering_supervisor	KAnapAna_paryavekRaka#KAnapAna_paryavekRaka#noun#2#RM
cathode_ray_storage	kEWoda_kiraNa_BaNdAraNa#kEWoda_kiraNa_BaNdAraNa#noun#3#RM
cathode_ray_tube	kEWoda_kiraNa_nalikA#kEWoda_kiraNa_nalikA#noun#3#RM
cathode_ray_tube_display	kEWoda_kiraNa_nalikA_praxarSa#kEWoda_kiraNa_nalikA_praxarSa#noun#4#RM
catholic_church	keWolika_carca#keWolika_carca#noun#2#RM
cattle_boat	paSuoM_ko_le_jAne_kI_nAva#paSuoM_ko_le_jAne_kI_nAva#noun#2#RM
cattle_breeding	gAya_BEMsa_kA_prajanana#gAya_BEMsa_kA_prajanana#noun#2#RM
cattle_cake	paSuoM_kA_kandA#paSuoM_kA_kandA#noun#2#RM
cattle_census	paSugapranA#paSugapranA#noun#2#RM
cattle_development_officer	paSu_vikAsa_aXikArI#paSu_vikAsa_aXikArI#noun#3#RM
cattle_egret	maveSiyoM_ke_sAWa_calane_vAlA_bagulA#maveSiyoM_ke_sAWa_calane_vAlA_bagulA#noun#2#RM
cattle_pound	kAzjI_hAusa#kAzjI_hAusa#noun#2#RM
cattle_shed	paSuSAlA#paSuSAlA#noun#2#RM
cattle_sterlity_officer	paSu_banXyawA_aXikArI#paSu_banXyawA_aXikArI#noun#3#RM
caught_up	Pazsa_jAnA#Pazsa_jAnA#noun#2#RM
cauliflower_ear	PUla_goBI_jEsA_kAna#PUla_goBI_jEsA_kAna#noun#2#RM
causa_proxima	nikatawama_kAraNa#nikatawama_kAraNa#noun#2#RM
causa_sine_qua_non	anivArya_kAraNa#anivArya_kAraNa#noun#4#RM
causal_agency	kAraNAwmaka_saMsWA#kAraNAwmaka_saMsWA#noun#2#RM
causal_agent	kAraNAwmaka_prawiniXi#kAraNAwmaka_prawiniXi#noun#2#RM
cause_list	vAxa_sUcI#vAxa_sUcI#noun#2#RM
cause_of_action	kArravAWa_kA_kAraNa#kArravAWa_kA_kAraNa#noun#1#RM
causing_difficulty	kaTinAI_uwpanna_karanA#kaTinAI_uwpanna_karanA#noun#2#RM
caution_money	avaXAna-rASi#avaXAna-rASi#noun#2#RM
cave_bat	guPA_kI_camagAxada#guPA_kI_camagAxada#noun#2#RM
cave_dweller	waguPA_nivAsI#waguPA_nivAsI#noun#2#RM
caveat_emptor	krewA_sAvaXAna#krewA_sAvaXAna#noun#2#RM
caveat_vendor	vikrewA_sAvaXAna#vikrewA_sAvaXAna#noun#2#RM
cd_rom	sIdI_roYma#sIdI_roYma#noun#2#RM
cd_rom_disk_drive	sIdI_roYma_diska_drAiva#sIdI_roYma_diska_drAiva#noun#4#RM
cease_fire's	yuxXavirAma_kA#yuxXavirAma_kA#noun#2#RM
cedar_chest	xevaxArU_petI#xevaxArU_petI#noun#2#RM
