??equivalent_noun	wulyAfka
deep_noun	gaharI
deexcitation_noun	vyUhawejana
deface_noun	virUpiwa_karanA
defalcation_noun	gabana
defamation_noun	mAnahAni
default_noun	cUka/bakAyA/vyawikrama/aBAva
defaulter_noun	cUka_karane_vAlA/vyawikramI/bakAyAxAra/bAkIxAra/cUkakarwA
defaults_noun	cUka/wrutiyAM
defect_noun	kamI/wruti/xoRa
defective_noun	saxoRa/wrutipUrNa/xoRapUrNa
defectoscope_noun	xoRaxarSI
defence_noun	rakRA/bacAva/prawivAxa_(viXi)
defendant_noun	prawivAxI
defer_noun	AsWagiwa_karanA
deferred_noun	AsWagiwa
defiance_noun	avajFA
deficiency_noun	kamI/nyUnawA/kasara
deficit_noun	aBAva/kamI/GAtA
define_noun	niSciwa_karanA/pariBARA_xenA
defined_noun	niSciwa/spaRta
definiteness_UNDEFINED	suniSciwa/suspaRtawA
definition_noun	pariBARA
deflasher_noun	apasPuraka
deflation_noun	avasPIwi
deflect_noun	vikRepiwa_karanA
deflection_noun	vikRepa/vikRepaNa
deflector_noun	vikRepaka/diPlektara
deflocculate_noun	avayava_viBakwikaraNa
deflushing_noun	praXAvana
defoamer_noun	viPenaka
defoliating_noun	niRpawraNa
defoliation_noun	niSpawraNa/vipawraNa/niRpawraNa
deforest_noun	marusWala/vana_katAI
deforestation_noun	vana_nASana/vana_Cexana/vano_kI_katAIM/vana_unmUlana
deformability_noun	virUpyawA
deformation_noun	vikqwi/virUpaNa
deforming_noun	virUpaNa
deformity_noun	virUpawA
defragmentation_noun	ekIkaraNa
defrosting_noun	apahimana/barPa_piGalAnA
defy_noun	avajFA_karanA
degasifier_noun	vigEsaka/vigEsiwra
degeneracy_noun	apaBraRtawA
degenerate_noun	samArja
degradation_noun	nimnikaraNa/nimnIkaraNa/paxa_GatAnA/greda_GatAnA
degreasing_noun	visnehana_digrI/aMSa/aMSAfka/GAwa/koti/mAwrA/parimANa
degree_noun	digrI/aMSa/koti/upAXi/upAXipawra/mAwrA/aMSAfka/GAwa
degumming_noun	vigoMxana/goMxa_hatAnA
dehiscence_noun	sPutana
dehydrate_noun	nirjala_karanA
dehydrated_noun	nirjaliwa
dehydration_noun	nirjalIkaraNa/nirjalana
delamination_noun	viswaraNa/vipatalana
delay_noun	vilamba/xerI
delayer_noun	xahana_manxaka/vilambaka
delegate_noun	prawiniXi/prawyAyojiwa_karanA/xe_xenA/sOMpanA
delegation_noun	prawiniXi_prawyAyojana/SiRtamaNdala/prawiniXi-maNdala/prawyAyojana
delete_noun	kAtanA/hatAnA/nikAla_xenA/mitAnA
deletion_noun	lopa/hatA_xiyA_jAnA/ucCexa/vilopa/vilopana/apamArjana
deliberated_noun	safkalpiwa_suvicAriwa/vicAra-_vimarSa/paryAlocana
deliberately_noun	jAnabUJakara
deliberation_noun	vicAra-vimarSa/vimarSa
deliceacing_noun	lAiseMsa_raxxa_karanA/lAiseMsa_hatAnA
delimitation_noun	parisImana
delimited_noun	parisImiwa
delimiter_noun	apasImaka/parisImaka
delimiting_noun	parisImana
delineaction_noun	nirUpaNa/ciwraNa
delineation_noun	nirUpaNa/sImAfkana
delinquency_noun	apacAra
delinquent_noun	apacArI
delinting_noun	binOle_se_rUI_alaga_karanA
deliquescent_noun	lInAkRa/prasvexI/pasIjane_vAlA
deliver_noun	xenA/sOMpanA/janma_xenA/jananA
delivery_noun	supurxagI/viwaraNa/parixAna(viXi)/prasava
delta_noun	deltA/naxI_kA_muhAnA
deltoid_noun	anwarArIya_patta/wriBujI_patta
demagnetisation_noun	vicumbakana
demagnetiser_noun	vicumbakiwra
demand_noun	mAfga/mAga/afBayAcanA/mAzga
demarcation_noun	sImAfkana
demerit_noun	avaguNa
demi-official_noun	aXaZ-SAsakIya
demo_noun	praxarSana
democratic_noun	lokawAnwrika
demodulation_noun	dimoYdUlana/vimAdulana/vimoYdulana/vimoYduna/dimoYdyUleSana
demodulator_noun	vimAdulaka/vimoYdulaka
demographer_noun	janasAMfKyaka
demographic_noun	janasAfKyikIya
demolish_noun	DahAnA
demonstrable_noun	praxarSanIya
demonstrate_noun	nirUpaNa_karanA/pramANa_xenA/nixarSana_karanA
demonstration_noun	|AxarSanAwmaka/praxarSana/nixarSana/praxarSana_nixarSana/nirUpaNa_pramANa
demonstrator_noun	nixarSaka
demoralization_noun	manobala-hAsa
demote_noun	paxAvanawa_karanA/paxa_GatAnA
demotion_noun	paxAvanawi
demoulding_noun	nisaFcakana
demount_noun	vyAropaNa
demultiplexer_noun	bahuvisafkewaka/vibahusafkewaka
demultiplexing_noun	vibahusafkewana
demurrage_noun	demareja/vilamba_Sulka/GAtA_Sulka/vilamba-Sulka
dendrite_noun	dendrAita/xrumAkqwi
denial_noun	prawyAKyAna(viXi)/inakAra/nakAra
denim_noun	mote_vaswra/jInsa_banAne_hewu_upayukwa
denitrification_noun	prawinawrajanIkaraNa
denomination_noun	afBayAna/afkiwa_mUlya/panWa(XArmika)/mUlyavarga
denormalization_noun	asamAnyIkaraNa
dense_noun	GanA/saGana
densener_noun	Ganiwra
densitometer_noun	saGanawAmApI
density_noun	Ganawva/saGanawA/prAyikawA_saGanawA
dent_noun	denta
dentist_noun	xanwa-cikiwsaka
deny_noun	prawyAKyAna_karanA(viXi)/nakAranA
deodorised_noun	ganXahariwa
deoxidised_noun	viAksIkqwa
depart_noun	prasWAna_karanA/ravAnA_honA/vicaliwa_honA/hatanA/xivafgawa_honA/maranA
department_noun	viBAga
departmental_noun	viBAgIya
departure_noun	prasWAna/prasWAna_vicalana/vicalana
depend_noun	nirBara_karanA/nirBara_honA
dependence_noun	nirBarawA
dependency_noun	ASriwA/nirBarawA
dependent_noun	AfSrawa/nirBara/ASriwa
depleted_noun	avakRayiwa/rikwiwa
depletion_noun	avakRaya/rikwana/tTAsa/hrAsa
deploy_noun	wEnAwa_karanA
deployable_noun	viswarIya
deployed_noun	PElAyA_gayA
deployment_noun	pariniyojana/viswaraNa
depolarisation_noun	niXruvaNa
depolymerization_noun	vibahulakIkaraNa
deponent_noun	afBasAkRI
deportation_noun	xeSanikAlA/vivAsana(viXi)
depose_noun	aBisAkRya_xenA/afBasAkya_xenA/gavAhI_xenA
deposit_noun	nikRepa/jamA
deposite_noun	nikRepa
deposition_noun	jamA/nikRepaNa/aBisAkRya_tTa/nikRepa/_nikRepaNa
depositor_noun	jamA_karane_vAlA/jamAkarwA
depository_noun	nikRepAgAra
depot_noun	dipo/AgAra
deprecate_noun	viroXa_karanA
depreciation_noun	avamUlyana/mUlya_Asa/mUlyahAsa/avakRaya/mUlyahrAsa/mUlya_hrAsa
depression_noun	avanamana/avanawi
depressurisation_noun	vixAbana
deprive_noun	vaFciwa_karanA
deproceduring_noun	apa_prakriyana
depth_noun	gaharAI/gamBIrawA
deputation_noun	prawiniyukwi/prawiniyuwi_SiRtamaNdala
deputationist_noun	prawiniyakuwa
deputy_noun	upa
deque_noun	vipafkwiyana
dequeue_noun	vipafkwi
derailer_noun	direlara
derailment_noun	avapaWana/patarI_se_uwaranA
derating_noun	anumawAfka_nimnana
dereferencing_noun	apanirxeSana/apasanxarBana
deregistered_noun	vipaFjIkqwa
dereservation_noun	ArakRaNa_samApwa_karanA/vi-ArakRaNa
derivation_noun	vyuwpawwi/vyuwpanna/avakalana
derivative_noun	avakalaja/vyuwpanna
derivatives_noun	sanwawiyAM
derived_noun	vyuwpanna
dermatologist_noun	wvacAvijFAnI
derogation_noun	alpIkaraNa/anAxara/anAxara_alpIkaraNa
derogatory_noun	anAxarasUcaka
descaling_noun	viSalkana
descendant_noun	avarohI/vaMSaja
descending_noun	avarohI/avarohana
descrambler_noun	sametaka
descrambling_noun	sametanA
describe_noun	varNana_karanA/KIMcanA/nirmANa_karanA
description_noun	varNana/nirmANa/vivaraNa
descriptive_noun	varNanAwmaka/vivaraNAwmaka
descriptor_noun	vivarNaka/varNanakarwA
desensitizer_noun	visugrAhI/visugrAhIkara/visensItAijara
desertification_noun	marusWalIkaraNa/marUkaraNa
deserving_noun	supAwra
desi-plough_noun	xeSI_hala
desiccant_noun	jala_SuRkaka
design_noun	aBikalpa/aBikalpanA/afBakalpa/dijAina/afBakalpana/rUpAfkana
designate_noun	nAmoxxiRta_karanA_afBahiwa_karanA/nAmoxxiRta_karanA/paxanAmiwa
designated_noun	nAmoxxiSta/paxanAmiwa/paxABihiwa
designation_noun	paxanAma/paxa
designer_noun	aBikalpaka/afBakalpa/dijAinakAra/rUpakAra
desilting_noun	vigAxana
desirability_noun	vAFCanIyawA
desktop_noun	deskatoYpa
desolder_noun	hatAnA
despatch_noun	preRaNa/ravAnagI/prefRawa_karanA/ravAnA_karanA/BejanA
despatcher_noun	preRaka/BejanevAlA
despin_noun	vicakraNa
despinning_noun	vicakraNa
desseminated_noun	prakIrNa
destination_noun	ganwabya/ganwavya/ganwavya_lakya/ganwavya_sWAna
destitute_noun	nirAfSrawa
destruction_noun	vinASa
destructor_noun	vinASaka
desublimation_noun	aXopiMdana
desulphurization_noun	viganXakA
detail_noun	byorA/byOrA/viswqwa_vivaraNa/viswAra/vivaraNa
detect_noun	pawA_lagAnA/pakadanA
detection_noun	Koja/pawA_lagAnA/saMsUcana/paricAyana/pahacAna/aBijFAna
detective_noun	gupwacara/jAsUsa
detectivity_noun	saMsUcanawA
detector_noun	paricAyaka/saMsUcaka/ditektara_(siganala)
detention_noun	niroXa/najarabanxI
detenu_noun	najarabanxa/nirUxXa_vyakwi
detergent_noun	apamArjaka/ditarjeMta
deteriorate_noun	KarAba_honA/bigadanA/apakarRa/sadanA
deterioration_noun	avanawi
deterioriation_noun	guNahrA_sa
determinant_noun	sAraNika/ditarminenta
determination_noun	nirXAraNa/avaXAraNa(viXi)/safkalpa
determine_noun	nirXAraNa/niyawa/nirXAriwa_karanA
deterministic_noun	nirXAraNAwmaka/niScayAwmaka
deterrance_noun	prawivAraNa
deterrence_noun	nivAraNa/avaroXa/rukAvata
detonation_noun	aXisPotana
detonator_noun	aXisPotaka/PatAKe
detraction_noun	apakarRaNa
detriment_noun	ahiwa
detrimental_noun	ahiwakara/hAnikara/hAnikAraka
devaluation_noun	avamUlyana
devastation_noun	viXvaMsa/vinASa
developer_noun	vikAsaka
development_noun	vikAsa
deviate_noun	lIka_se_hatanA/vicaliwa_honA
deviation_noun	vicalana/vicalana_anwara/anwara
device_noun	sAXana/yukwi/viXi/upAya/yukwi_sAXana
devised_noun	AviRkAra
devolution_noun	anwaraNa/haswAnwaraNa
devotion_noun	niRTA
dew_noun	osa
dewatering_noun	SuRkana/vijalana/jala_niRkAsana/jalApacayana
dewetting_noun	viklexana
dfa_noun	dI_ePa_e
dgm_noun	upa_mahAprabanXaka
diactor_noun	sIXA_svawa:_niyAmaka/dAiEktara
diagenesis_noun	prasafGanana
diagnose_noun	nixAna_karanA
diagnosis_noun	nixAna
diagnostic_noun	nExAnika/nixAna_sambanXI
diagnostics_noun	nixAna/nixAnikI
diagonal_noun	vikarNa
diagonalization_noun	vikarNana
diagram_noun	AreKa
dial-up_noun	dAyalana
dial_noun	dAyala
dialog_noun	saMvAxa/vArwAlApa
dialogue_noun	saMvAxa
dialysis_noun	apohana/dAyalisisa
dialyzer_noun	apohaka/dAyalAijara
diamagnetic_UNDEFINED	prawicumbakIya
diamagnetic_noun	prawicumbakIya
diamagnetics_noun	prawicumbakawva_vijFAna
diamagnetism_UNDEFINED	prawicumbakawva
diamagnetism_noun	prawicumbakawva
diameter_noun	vyAsa
diametrically_adjective	vyAsawa
diaphragm_noun	dAyAPrAma/wanupata/maXyapata
diapositive_noun	dAyApAjitiva
diarise_noun	dAyarI_karanA
diarist_noun	dAyarI_leKaka
diary_noun	dayarI_xEnikI/xEnanxinI
diathermancy_noun	URmA-pAryawA
diathermic_noun	URmA-pArya
diathermometer_noun	URmA_pAryawAmApI
diathermy_noun	dAyaWarmI
diatomic_UNDEFINED	xviparamANuka
diatomic_adjective	xvi-paramANuka
diatomic_noun	xviparamANuka
dichotomy_noun	xviBAjana
dichroism_noun	xvivarNawA
dichromatism_noun	xvivarNakawA/xqRti_xvivarNawA/swarIya_xvivarNawA/xviraFjakawA
diclinic_noun	xvinawika
dict_noun	AhAra
dictation_noun	SruwaleKa
dictician_noun	AhAravix
dictionary_noun	SabxakoSa
die_noun	dAI/rUpaxA/TappA
dielectric_noun	dAiilektrika/parAvExyuwa
dielectrics_noun	parAvExyuwikI
dies-non_noun	agaNanIya_xivasa/akArya_xina_(vi)
difference_noun	anwara/Bexa
different_noun	anwaraja/Binna
differential_noun	anwarIya/avakala/viBexaka/BexaxarSI/anwarAwmaka/viBexI/avakala_vivikwikara
differentiation_noun	avakalana/viBexana
differentiator_noun	anwaraka/viBexaka/avakalaka
diffract_UNDEFINED	vivarwana
diffract_verb	vivarwana_ho
diffraction_UNDEFINED	vivarwana
diffraction_noun	vivarwana
diffractometer_noun	vivarwanamApI
diffuser_noun	visAraka
diffusion_noun	prasAra/visaraNa/visAra
diffusivity_noun	viswAra/visaraNaSIlawA
digest_noun	sAra-safgraha/cayanikA
digit_noun	afka
digital_noun	afkIya/dijitala
digitization_noun	afkarUpaNa/afkIkaraNa
digitize_noun	afkIkaraNa
digitizer_noun	afkarUpaka
dignified_noun	garimApUrNa
dignitary_noun	gaNamAnya_vyakwi/prawiRTiwa_vyakwi/gaNyamAnya/gaNyamAnya_vyakwi
dignity_noun	garimA/gOrava/maryAxA
digraphs_noun	xvi_AleKa/xvi_leKAciwra
digression_noun	viRayAnwaraNa
dihybrid_noun	xvisafkara
dilatancy_noun	visPAriwA
dilatation_noun	viswAraNa
dilation_noun	visPAra
dilatometer_noun	Ayanana_praBAramApI/visPAramApI/viswAramApI
dilatometry_noun	visPAramiwi
dilatory_noun	vilambakArI
dilemma_noun	xuviXA
diligent_noun	aXyavasAyI/pariSramI/uxyamI
dilute_noun	virala_karanA
dilution_noun	wanukaraNa/avamiSraNa/wanuwA
dimension_noun	AyAma/parimApa/viBA/viswAra/lambAI-cOdAI/vimA/GAwa
dimensional_adjective	vimIya/vimiwIya
dimensional_noun	vimIya
dimensionality_noun	vimIyawA
dimensionally_UNDEFINED	vimIya_xqRti/vimIya_rUpa
dimensionally_adverb	vimIya
dimensionless_adjective	vimAvihIna
dimensionless_noun	vimAhIna/vimAvihIna/avima
dimensions_noun	AyAma
dimer_noun	xviwaya
diminish_noun	kama_karanA/GatAnA
dimmer_noun	avaxIpwaka/xIpwimanxaka/xIpwi_manxaka
dimorph_noun	xviwIya_rUpa
dimorphism_noun	xvirUpawA
dinner_noun	rAwri/rAwri_Bojana/sAnXya_Boja
diode_UNDEFINED	dAyoda
diode_noun	dAyoda
diodes_noun	dAyod
dioptre_UNDEFINED	dAioYptara
dip_noun	namana/nawi/nimajjana/garwa
diplexer_noun	xvisafkewaka/xviyugmaka
diploid_noun	xviguNiwa
diploma_noun	diplomA/sanaxa
diplomacy_noun	rAjanayana/kUtanIwi
diplomat_noun	rAjanayika/rAjanayana/kUtanIwijFa
diplomatic_noun	rAjanayika/kUtanIwijFa/kUtanIwika
dipole_UNDEFINED	xviDruva/xviXruva_AGUrNa/xviXruva_kahalAwA/vExyuwa_xviXruva/cumbakIya_xviXruva/preriwa_xviXruva
dipole_adjective	xviXruva
dipole_noun	xviXruva/dAipola
dipping_noun	nimajjana
direct-access_noun	prawyakRa_aBigama
direct_noun	prawyakRa/sIXA/nixeSa_xenA
direction_noun	nixeSa/nixeSana/xiSA
directive_noun	nirxeSa/nixeSa/nixeSAwmaka
directivity_noun	xESikawA
director_noun	nixeSaka
directorate_noun	nixeSAlaya
directory_noun	nirxeSikA/nixeSaka/nixeSikA
dirt_noun	mala
disability_noun	niyogyawA/ni:SakwawA(viXi)/apafgawA
disable_noun	asamarWa
disadvantage_noun	hAni/asuviXA
disagree_noun	asahamawa_honA
disallowed_noun	asvIkqwa
disappearance_noun	vilopana
disapprobation_noun	ananumoxana/nApasanxI
disapproval_noun	ananumoxana
disassembler_noun	vikoMdAwaraka
disaster_noun	vinASa/vipaxA
disband_noun	woda_xenA/Bafga_karanA
disbursement_noun	saMviwaraNa/bAtanA
disc_noun	cakawI/cakrikA/diska
discard_noun	alaga_karanA/hatA_xenA
discharge_noun	nirvahana/pAlana/unmocana/sevA-mukwi/kArya-mukwi/nissaraNa/visarjana/AsrAva
discipline_noun	anuSAsana/viRaya_kRewra/viRaya
disclaim_noun	xAvA_CodanA:_svawva_wyAganA/asvIkAra_karanA
disclaimer_noun	xAvA-wyAga
disclose_noun	prakata_karanA
disclosure_noun	prakatana
disconnect_noun	asambanXana/visambanXana/viyojana
disconnector_noun	viyojaka
discontent_noun	asanwoRa
discontinuance_noun	samAXAna/samApwi
discontinue_noun	banxa_karanA
discontinuity_noun	Bafga/asAnwawya
discord_noun	visvarawA/anabana
discount_noun	battA
discover_noun	pawA_lagAnA/KojanA
discoverer_noun	KojakarwA
discovery_noun	Koja
discredit_noun	aviSvasanIya_mAnanA/sAKa_girAnA
discrepancy_noun	visafgawi
discrete_noun	asanwawa/asawawa/vikkwi
discretion_noun	viveka/svecCAnirNaya/vivekAXikAra
discretization_noun	asanwawakaraNa
discriminate_noun	viBexa_karanA
discrimination_noun	BexaBAva/vivikwakaraNa
discriminator_noun	/anwarI_vivikwikara/vivikwakara
discussion_noun	carcA/vicAra-vimarSa/carcA_bahasa
disease_noun	roga
disembarked_noun	avawariwa
disengager_noun	viyojaka
disfigure_noun	vi/virUpiwa_karanA
disharmony_noun	asAmaFjasya
dishonest_noun	beImAna/kapatI
disintegration_noun	viGatana/kaNIkaraNa/vicCexa
disinvestment_noun	viniveSa
disjoint_noun	asaMyukwa/asanXi
disjunction_noun	aMsaMyojana/viyojana
disk_noun	cakrikA/diska/wavA
diskette_noun	disketracakrie/namyikA
dislocation_noun	sWAna-BraMSa/sWiwi_BraMSa/praBraMSa/visWApana/aswavyaswa_ho_jAnA
disloyal_noun	niRTAhIna
dismantle_noun	purje_KolanA/viKaNdIkaraNa/viGatiwa_karanA
dismay_noun	vyaWiwa_honA/mohaBafga_honA
dismiss_noun	paxacyuwa_karanA/baraKAswa_karanA/KArija_karanA
dismissal_noun	paxacyuwi/baraKAswagI
disobedience_noun	avajFA
disobey_noun	AjFA_na_mAnanA/avajFA_karanA
disorder_noun	avyavasWA/akrama_vikAra/gadabadI/SAnwi_Bafga
disorganise_noun	avyavasWiwa_karanA
disorientation_noun	apavinyAsa/sWiwiBrAnwi
disparity_noun	asamAnawA
dispatch_noun	preRaNa
dispensary_noun	ORaXAlaya/dispensarI
dispenser_noun	ORaXa_viwaraka
disperse_noun	avilaya/visarjiwa_honA/wiwara-biwara_karanA
dispersed_noun	parikRipwa/prakIrNa/parikRepiwa
dispersibility_noun	parikRepaNawA
dispersion_noun	parikRepaNa/prakIrNana/vikRepaNa
dispersity_noun	parikRepyawA
dispersivity_noun	parikRepakawA
displaced_noun	visWApiwa
displacement_noun	visWApana
display_noun	praxarSa/sajAvata/praxarSiwa_karanA
displeasure_noun	aprasannawA/nAKuSI/nArAjagI/aprasAxa
disposal_noun	nipatAna/nipatArA/niswAraNa/nivarwana_vyayana
disposition_noun	pravqfwwa/svaBAva
dispossess_noun	bekabjA_karanA
dispute_noun	vivAxa
disqualification_noun	ayogyawA/anahawA/niraharwA
disqualified_noun	ayogya/anahaZ
disqualify_noun	anahaZ_karanA/anahaZ_honA
disregrad_noun	avahelanA
disrespect_noun	anAxara
dissemination_noun	prasAra/vipraWana/prakIrNana
dissent_noun	vimawi/visammawi(viXi)/asahamawi
disservice_noun	apakAra
dissipation_noun	kRaya/visaraNa
dissipative_UNDEFINED	kRayakArI/kRaya
dissociate_noun	niyojiwa_karanA/asambaxXa_honA/alaga_honA
dissociation_noun	viyojana/viBAjana
dissolution_noun	Bafga/viGatana/vilayana
dissolve_noun	GulanA/viGatiwa_karanA/Bafga_karanA/vilIna_honA
dissolved_noun	vilayiwa/vilIna
distal_noun	xUrasWa
distance_noun	xUrI
distempering_noun	disteMpara_karanA
distillation_noun	Asavana
distinct_adjective	suspaRta
distinct_noun	Binna/alaga/suspaRta/suvyakwa/fBanna
distinction_noun	viBexa/viSeRa_yogyawA
distinctive_noun	viSiRta/pqWaka:_fBanna/vivikwakArI
distinguish_noun	Bexa_karanA/viSiRtawA_pAnA/viBexana
distinguished_noun	viSiRta
distortion_noun	vi/vikqwi/virUpaNa/vikqwi(viXi)/woda-maroda
distortionmeter_noun	virUpaNamApI/vikqwimApI
distress_noun	vipafwwa/xu:Ka/vipawwi
distributaries_noun	viwarikAeM
distribute_noun	viwaraNa_karanA/bAtanA
distribute_verb	viwariwa_ho
distributed_noun	viwariwa
distribution_noun	prAyikawama_baNtana/viwaraNa/baNtana/kaNa_mApa_baNtana
distributive_noun	viwaraka
distributor_noun	viwaraka/difstrafbyUtara
district_noun	jilA/janapaxa
distruption_noun	viGatana
disturbance_noun	upaxrava/gadabadI/bAXA/vikRoBa
dither_noun	diWara/WaraWarAnA
ditto_noun	waxEva/vahI/yaWopari/jEse_Upara
divergence_noun	apasaraNa/apasAriwA
divergences_noun	apasaraNa
divergent_noun	apasArI
diverging_noun	vigamana/apasArI
diversification_noun	viviXIkaraNa
diversion_noun	viRayAnwara/paWAnwara/paWAnwaraNa
dividend_noun	lABAMSa
divider_noun	viBAjaka
division_noun	BAga/praBAjana/viBAjana/praBAga/divIjana/SreNI
divisor_noun	BAjaka
divorce_noun	walAka/vivAha-vicCexa/walAka_xenA/vivAha-vicCexa_karanA
dml_noun	dI_ema_ela
dock_noun	goxI
docker_noun	goxI_majaxUra
docket_noun	doYketa
docketing_noun	doYketa_banAnA/doYketana
doctor_noun	doYktara/cikiwsaka
document_noun	praleKa/xaswAveja/kAgajAwa
documentation_noun	praleKana/praleKIkaraNa
documented_noun	praleKana
documents_noun	kAgajAwa/xaswAveja/prapawra
dodden_noun	amara_bela
dodging_noun	niKArana
domain_noun	domena/prakRewra/praBAvakRewra/praBAva_kRewra/praBAvakRewrA
dome_noun	gumbaxa/doma
domed_noun	gumbaxaxAra/gumbaxAkAra
domestic/international_noun	Garelu/anwarrARtrIya
domestic_noun	anwaraxeSIya_(GarelU)/GarelU/anwarxeSIya
domestication_noun	grAmyana/pAlawUkaraNa
domicile_noun	aXivAsa/nivAsa
domiciled_noun	aXivAsI
dominance_noun	praBuwvawa/pramuKawA
dominant_noun	prabala/praXAna/praBAvI/pramuKa
donation_noun	xAna/canxA/sanxAna(viXi)
donominator_noun	hara
donor_noun	xAwA/sanxAwA(viXi)
dopant_UNDEFINED	apamiSraNa/apamiSraka/mAxana_ke_lie_upayoga_hone_vAle
doping_UNDEFINED	apamiSraNa
doping_noun	mAxana/apamiSraNa/dopana
doppler-effect_noun	doYplara-praBAva
doppler-ratio_noun	doYplara-anupAwa
dormitory_noun	SayanaSAlA
dos_noun	doYsa
dossier_noun	dosiyara
double_noun	xvika/xviguNiwa
doublet_noun	xvika/jodI
doubtful_noun	sanxigXa
dough_noun	do
doughnut_noun	donata
dovap_noun	dovepa
down-wind_noun	anuvAwa
down_noun	aXo/nIce
down_stream	arXa_pravAha
downgrade_noun	mahawva_meM_kamI_karanA/dAunagreda_karanA
download_noun	uwAra_lenA/dAunaloda
downloading_noun	aXIBAraNa
downstream_noun	anupravAha
downward_adjective	aXogAmI/aXomuKI/aXegAmI/aXemuKI
downward_noun	aXomuKI
draft_noun	prA/xaswA/tukadI(sEnikoM_kI)/drAPta(bEMka)/prArUpa_masOxA
drafter_noun	prArUpaka
drafting_noun	prA
draftsman_noun	1-_prArUpakAra_2-nakSAnavIsa/drAPtsamEna
drag_noun	karRaNa/walakarRaNa
dragging_noun	karRaNa
drain_noun	drena/nAlA/nAlI
drainage_noun	apavAhikA/jala_nikAsI/jalanikAsa/jala_nikAsa/apavAhana/jalanikAsI
dram_noun	dI_rEma
dramatic_noun	nAtakIya
draw_noun	AharaNa_(vewana_kA)/nikAlanA(lAtarI)/cEka_kAtanA/cEka_liKanA
drawdown_noun	jalAvawalana
drawee_noun	axAkarwA
drawer_noun	cEkakarwA/leKIvAla
drawing_noun	AreKaNa/AreKa/drAiMga/reKAciwra/AharaNa
drawings_noun	AreKa/reKAciwra
drawn_noun	Ahariwa
dredging_noun	pafkowsaraNa/walamArjana/walakarRaNa/nikarRaNa
dresser_noun	dresara
drier_noun	SuRkiwra/SuRkaka/drAyara
drift_noun	apavAha/aPavAha/driPta/vAha
drifting_noun	apavAhiwa
drill_noun	baramA/beXanI/drila
driller_noun	fdralara
drilling_noun	veXana/driliMga/veXa/Cexa_karanA
drip_noun	dripa/tapaka
dripper_noun	dripara
drive_noun	afBayAna/cAlana
driver_noun	cAlaka/drAIvara
drizzle_noun	PuhAra
drop_noun	pAwa/pawana/bUnxa
droping_noun	namaka_roga
dropout_noun	pAwa_(electronics)/nirgama_pAwa_(coMp.)/unmocaka_(rock.)
drought_noun	anAvqfRta/sUKA/anAvqRti/varRAhIna
druggist_noun	ORaXa_vikrewA
drum_noun	drama
dry-land_noun	baFjara_BUmi/baFjara
dryland_noun	bArAnI
dryness_noun	SuRkawA
dt_UNDEFINED	dt
dual_noun	xvEXa/xvi/yugala
duality_noun	xvEwawA/xoharApana/xvEwI
dubbing_noun	Xvani_anwaraNa
duct_noun	vAhikA/dakta
ductile_UNDEFINED	wanya_anupAwa
ductile_adjective	AGAwavaXrya
ductile_noun	wanya
ductility_noun	wanyawA
ductilometer_noun	wanyawAmApI
due_noun	xeya/prApya/niyawa
dues_noun	xeya_rASi
duly_noun	viXivaw/viXivawa/yaWAviXi
dumbbell_UNDEFINED	dambalAkAra
dummy_noun	akriya/damI/nakalI/prawirUpa
dump_noun	Dera_lagAnA/Peka_xeM_nA/sannikRepa/dampa
dumper_noun	dampara
dumping_noun	pAtanA/sannikRepaNa
dune_noun	tibbA/tIbA
duplexer_noun	xvEXaka
duplexing_noun	xvEXIkaraNa
duplicate_noun	xUsarI_prawi/anulipi
duplicating_noun	anulipikaraNa
duplicator_noun	anulipiwra/dufplaketara
durability_noun	cirasWAyiwva/tikAUpana
duration_noun	avaXi
duress_noun	xabAva
durwan_noun	xaravAna
dust_noun	XUla/XUli
dusting_noun	JAdanA
duty_noun	dyUtI/karwavya-BAra/kArya/kAma/Sulka
dwarf_noun	bOnA
dwell_noun	vAsa
dy.crss&t_)_noun	upa_rela_saMrakRA_Ayukwa(siga.evaM_xUra.)
dyad_noun	xvisaMyuja
dyadic_noun	xvikIya
dye_noun	raFjaka
dynamic_noun	gawika/gawyAwmaka/gawiSIla
dynamics_noun	gawikI/gawivijFAna
dynamometer_noun	balamApI/dAyanamomItara/dAyanemomItara
dyschronous_noun	BinnakAlIya
e-business_noun	IvyavasAya
e-commerce_noun	IkAmarsa/IvANijya
e-mail_noun	ilektroYnika_mela/I-mela
earmark_noun	uxaf_xaRta_karanA/uxxiRta_karanA/alaga_se_cinhiwa_karanA/nirxiRta_karanA
earmarked_noun	ke_lie_uxxiRta_(viSeRa_prayojana)/viSeRa_cihniwa
