A-level_noun	ucca_swarIya
congress_noun	kAfgresa/sAlAnA_bETaka/prawiniXi_saBA/mahAsammelana/amarIkA_ke_prajAwantroM_kI_rARtrIya_vyavasWApikA_saBA/vyavasWApikA_saBA
congressman_noun	amarIkA_ke_rARtrIya_vyavasWApikA_saBA_kA_saxasya
congresswomen_noun	amarIkA_ke_rARtrIya_vyavasWApikA_saBA_kI_saxasyA
congruence_noun	samaSeRawA/sAmaFjasya
conifer_noun	SafkuvqkRa/Safku_vqkRa
conjecture_noun	anumAna/atakalabAjI
conjugation_noun	kriyArUpa_saMyojana
conjunction_noun	saMyojana/saMyoga/samuccayaboXaka/mela/samuccaya_boXaka_avyaya
conjunctivitis_noun	newraSoWa
conjurer_noun	jAxUgara
conjuring_noun	jAdU_kA_Kela
conjuror_noun	jAxUgara
connecting-rod_noun	saMyojI_SalAkA
connection_noun	sambanXa/saMyojana/samparka/nAwA/agalI_mela/joda
connivance_noun	mOna_sahamawi/kisI_ke_sAWa_milakara_avEXa_kArya_karanA
connoisseur_noun	guNajFa/pAraKI/parIkRaka
conqueror_noun	jIwane_vAlA/vijewA
conquest_noun	jIwa/vijiwa-hqxaya_vyakwi/vijaya
conscience_noun	anwaHkaraNa/viveka/saccAI/acCe-bure_kI_samaJa
conscientiousness_noun	karwavyaniRTA
consciousness-raising_noun	jAgqwi
consciousness_noun	cewanA/jAnakArI/hoSa
conscript_noun	sEnA_meM_anivArya_BarawI/jabarana_BarawI_kiyA_gayA_sEnika
conscription_noun	anivArya_sEnika_sevA/senA_meM_anivArya_BarawI
consensus_noun	mawEkya/anukUlawA
consent_noun	anumawi/svIkqwi/sahamawi
consequence_noun	sAmAjika_prawiRTA/pariNAma/nawIjA/mahawva/xuRpariNAma
conservancy_noun	saMrakRaNa_saMsWA
conservation_noun	saMrakRaNa/saMrakRana/prAkqwika_saMrakRaNa/avinASiwA
conservationist_noun	saMrakRaNakarwA/saMrakRaNa_meM_ruci_raKane_vAlA
conservatism_noun	rUDivAxa
conserve_noun	murabbA
consideration_noun	XyAna/vicAra/muAvajA/kAraNa/lihAja
consignment_noun	preRiwa_mAla/mAla_preRaNa/mAla/BejA_gayA_mAla
consistency_noun	safgawawA/safGanawA/sAmaFjasya/gADApana
consolation_noun	ASvAsana/wasallI/sAnxvanA
console_noun	xIvAragIra/SoBAkoRTaka/kansAla/DAzcA
consolidation_noun	jamAvata/xqDIkaraNa
consonant_noun	vyaFjana/sama-svara/eka_Xvani/eka_svara/akRara
consort_noun	pawnI/pawi_KAsakara_kisI_SAsaka_kI/safgIwajFoM_yA_vAxya_yanwroM_kA_samUha
consortium_noun	alpakAlIna_safGatana/safGa
conspicuous_noun	viSiRta
conspicuousness_noun	spaRtawAI
conspiracy_noun	sAjiSa/Radyanwra
conspirator_noun	RadayanwrakArI/RadyanwrakArI
constable_noun	kaMstebala/cOkIxAra/kAnstebula
constabulary_noun	sipAhiyoM_kA_xala/pulisa
constancy_noun	vaPAxArI/sWirawA/niyamiwawA
constant_noun	sWAyI/niwya/vaPAxAra
constellation_noun	nakRawra/rAS/jyowi_puFja/wAroM_kA_samUha
consternation_noun	vismaya/vyAkulawA/GabarAhata
constipation_noun	kabja
constituency_noun	nirvAcana_kRewra/mawaxAwA_varga/mawaxAna_kRetra
constituent_noun	nirvAcaka/afga
constitution_noun	saMviXAna/SArIrika_gaTana/gaTana/banAvata
constitutional_noun	svAsWya_ke_lie_sEra/svAsWya_ke_liye_tahalanA
constitutionalism_noun	saMviXAnavAxa
constraint_noun	avaroXa/xabAva/prawibanXI/prawibanXa/kqwrimawA/asahajawA/bahuwa_aXika_niyanwraNa/banAvatI_barwAva
constriction_noun	safkIrNana
construction_noun	nirmANa/vAkya-racanA/saMracanA/nirmANa-kArya/aBiprAya
constructor_noun	nirmAwA
consul_noun	rAjaxUwa/xaNdAXikArI/vANijya-xUwa
consulate_noun	xUwAvAsa/PraMsa_meM_kAfgala_SAsana_kA_yuga/kAuMsalAvAsa
consultancy_noun	salAhakArI_saMsWA
consultant_noun	salAhakAra/parAmarSa-cikiwsaka/cikiwsaka
consultation_noun	vimarSa/vicAra-vimarSa_saBA/parAmarSa
consumer_noun	upaBogawA/upaBokwA
consumerism_noun	upaBokwAvAxa
consummation_noun	pUrwi/samApana
consumption_noun	Kapawa/wapexika/upaBoga_kI_vaswu/PupPusIya_yakRamA/kRaya_roga
consumptive_noun	kRayarogI
contact_noun	samparka/sambanXa/roga_PElAnevAlA_vyakwi/saMsparSa/saMyoga/samparka_sWApiwa_karanA/milAnA
contagion_noun	CUwa/safkrAmaka_roga/udanI_bImArI
contagiousness_noun	safkrAmakawA
container_noun	pAwra/XAraka/AXAna
containment_noun	pariroXana/niyanwraNa
contaminant_noun	sanxURiwa_paxArWa/xURaNakArI_wawva
contamination_noun	xURaNa/sanxURaNa
contemplate_noun	XyAna_se_xeKanA/XyAna_karanA/vicAra_karanA/socanA
contemplation_noun	vicAraNA/XyAnaprArWanA/XyAna/cinwana
contemporary_noun	samakAlIna_vyakwi
contempt-of-court_noun	nyAyAlaya_ke_AxeSa_kI_avahelanA
contempt_noun	wiraskAra/upekRA
contender_noun	mukAbalA_karane_vAlA/prawiyogI
content_noun	sanwoRa/viRaya_sUcI/pariwqpwi/mAtrA/nihiwa_vaswu/viRaya-vaswu
contention_noun	vivAxa/xAvA/prawixvanxviwA/prawisparXA/JagadA/sparXA/warka
contentiousness_noun	kalahapriyawA/JagadAlUpana
contentment_noun	sanwoRa/sanwuRti
contents_noun	viRaya_vaswu/viRaya-sUcI/viRaya/vaswu/sAra/paxArWa/mAtrA/jagaha
contest_noun	prawiyogiwA/hoda/safGarRa
contestant_noun	prawiyogI
context_noun	sanxarBa/parisWiwi
contiguity_noun	nikatawA
continence_noun	saMyama/inxriyanigraha
continent_noun	mahAxvIpa
contingency_noun	samBAvanA/saMyoga
contingent_noun	xala/tukadI/sEnya_xala
continuance_noun	silasilA/niranwarawA
continuation_noun	ke_krama_meM/viswAra/uwwara_kaWA/silasilA/niranwarawA/jArI_rahanA
continuity_noun	niranwarawA/xqSyAvalI/pUraka/avicCinnawA
continuum_noun	sAMwawya/pravAha/sAwawya
contortion_noun	SarIra_kI_ENTana/ENTana/bala
contour_noun	AkAra/samocca_reKA/bAhya_reKA/rUpareKA
contraband_noun	varjiwa_mAla
contrabandist_noun	waskara
contraception_noun	garBa_niroXa/garBaniroXa
contraceptive_noun	garBa_niroXaka_xavA_yA_upAya/garBaniroXaka
contract_noun	karAranAmA/vAgxAna/TekA/svIkqwa_hAwa/saMvixA/sagAI/kAntrekta/ikarAranAmA/ikarAra/anwima_bolI
contraction_noun	safkucana/sikudana/safkRepaNa
contractor_noun	TekexAra/TekaxAra
contradiction_noun	anwarviroXa/viroXABAsa/prawivAxa
contraption_noun	yanwra/maSIna
contrast_noun	viroXa/wulanA/vERamya
contravention_noun	ullafGana
contretemps_noun	aniRta
contribution_noun	yogaxAna/sahAyawA/BAga/hissA{xiyA_huA}/anivArya_BugawAna/leKa
contributor_noun	aMSa_xAwA/yogaxAwA/sahayogI/aMSaxAwA
contrition_noun	paScAwApa
contrivance_noun	yukwi/maSIna/yanwra
control_noun	niyanwraNa/SAsana/roka-WAma/niyaNtraNa/niyaNtraka/nirbanXa/nipuNawA/kAbU/kuSalawA
controller_noun	niyanwraka/saFcAlaka/niyanwA/leKA-niyanwA
controversy_noun	vivAxa
contusion_noun	BIwarI_cota
conundrum_noun	pahelI/samasyA
conurbation_noun	mahAnagara/upanagarIya_viswAra
convalescence_noun	svAsWyalABa/svAsWya-lABa
convalescent_noun	svAsWya_lABa_karane_vAlA
convection_noun	saMvahana
convector_noun	saMvahanakAraka/saMvahana_wApaka
convener_noun	saMyojaka/vyApAra-safGa_saMyojaka
convenience_noun	suviXA/suKa_suviXA_kI_vaswuez/suKa_suviXA_kI_vaswu/SOcAlaya/sahUliyawa/maSIna
convent_noun	kAnveNta/kanveNta_skUla/BikRuNI_maTa
convention_noun	sammelana/samaJOwA/karAra/calana/rivAja
convergence_noun	aBisaraNa/samABirUpawA/saMsqwi
conversation_noun	vArwAlApa/vArawAlApa/nAjAyaja_wAllukAwa/bAwacIwa/samBARaNa
conversationalist_noun	saMvAxapatu
converse_noun	viparIwa
conversion_noun	parivarwana/Xarma_parivarwana/rUpAnwara/mawa_parivarwana
convert_noun	paraXarma_avalambI/mawa_baxalane_vAlA_vyakwi
converter_noun	parivarwaka
convertibility_noun	parivarwanaSIlawA
convertible_noun	kanvartibala_kAra
convexity_noun	uwwalawA/uwwala_AkAra
conveyance_noun	vAhana/parivahana/haswAnwaraNa_pawra/samarpaNa_pawra
conveyancer_noun	aBihaswAnwaraka
conveyancing_noun	aBihaswAnwaraNa
conveyer_noun	vAhaka_pattA
conveyor_noun	vAhaka/vAhaka_pattA
convict_noun	xoRI/aparAXI
conviction_noun	xqDa_viSvAsa/xoRI_TaharAyA_jAnA/xoRasixXi/pUrNa_viSvAsa/aparAXa_sixXi/aparAXa_sWApana
conviviality_noun	maswI
convocation_noun	xIkRAnwa_samAroha/samAhvAna/saBA
convolution_noun	peca/GumAva
convoy_noun	rakRaka_xala/rakRA_xala
convulsion_noun	maroda/KalabalI/ENTana
cook_noun	rasoiyA/bAbarcI
cooker_noun	kukara
cookery-book_noun	pAka_kalA_kI_puswaka
cookery_noun	pAka_vixyA/pAka_kriyA/pAka_kalA
cookhouse_noun	bAhara_kI_rasoI_muKyawayA_kempa_meM
cookie_noun	mITA_biskuta/vyakwi/biskuta
cooking_noun	KAnA_pakAnA/KAnA_pakAne_kI_viXi/pAkaviXi/KAnA
cookware_noun	Bojana_pakAne_ke_barwana
cool_noun	XErya/TaNdI_jagaha/TaNdI_havA/TaNde_samaya/TaNdaka/SAnwa_vyakwi/SIwalawA/SAnwi
coolant_noun	iFjana_ko_TandA_raKane_ke_lie_warala_paxArWa
cooler_noun	kUlara/ugra_kExiyoM_kI_kAla-koTarI/SIwala_peya/SIwalaka
coolie_noun	kulI_majaxUra/kulI
coolness_noun	SAnwi/XErya/SIwakawA/rUKApana
coon_noun	habSI/kUna_kI_KAla/kUna
coop_noun	xadabA/piFjarA
cooper_noun	xadabA_banAne_vAlA
cooperation_noun	sahakAriwA/sahayoga/sahoxyoga
cooperative_noun	sahakArI_samiwi
coordinate-clause_noun	saMyukwa_vAkya/samAnAXikaraNa
coordinate_noun	nirxeSAfka/samakakRa/samapaxa_vAlI_vaswu
coordinates_noun	jodIxAra_kapadA
coordinating_noun	samanvayIkaraNa
coordination_noun	samanvayana/wAla-mela/samanvayIkaraNa
coordinator_noun	samanvayaka/wAla-mela_bETAne_vAlA
coot_noun	pAnI_kA_pakRI
cop-out_noun	bahAnA
cop_noun	pulisa_OPisara/pulisa_aXikArI
cope_noun	pAxarI_kA_cogA/pAxariyoM_kA_labAxA
copier_noun	PotokapI_karane_kI_maSINa
copilot_noun	saha-cAlaka/sahayogI_vimAna_cAlaka
coping_noun	muNdera/paraCawI
copiousness_noun	pracurawA/bahulawA
copper_noun	wAmbA/wiwalI/wAMra/wAmra/wAMabA/pulisamEna/pEsA/lAla-BUrA_rafga/ArakRaka/pulisa
coppice_noun	gulma
copse_noun	JAdI/gulma
copula_noun	kriyA
copulation_noun	saMyugmana/samBoga/saMyojana
copy_noun	prawilipi/prawi/nakala/leKa/kApI/kapI/kAp/haswaleKa
copycat_noun	aBimAnI_vyakwi_kA_nakala_karanA
copyist_noun	nakala_karane_vAlA
copyright_noun	racanA-svawva/prakASanAXikAra
copywriter_noun	vijFApana_liKane_vAlA
coquette_noun	apane_sOnxarya_se_puruRoM_ko_mohiwa_karane_vAlI
coracle_noun	bAzsa_se_banA_huA_eka_prakAra_kI_nAva
coral_noun	mUfgA/mUzgiyA_rafga/mUzgA/vixrumA
corbel_noun	todA/Cawa-wikona/xIvAra_se_nikalA_huA_vaha_BAga_jo_Upara_ke_hisse_ko_sahArA_xe
cord_noun	dorI/wanwu/rajju/kAdrAya/kAdeAya_kI_pawalUna/rassI/bijalI_kA_wAra
cordial_noun	puRtikAraka_peya/kardiyala/peya{mana_praPulliwa_karane_vAlA}
cordiality_noun	sOhArxa
cordite_noun	bAruwa_kA_sAmAna
cordon_noun	GerA/vaha_peda_jisa_kI_dAlI_CAzta_xI_gaI_hO_wAkI_vaha_sIXA_bade
corduroy_noun	eka_prakAra_kA_motA_kapadA/kardaraya
corduroys_noun	kArdaraya_kI_pENTa
core_noun	saba_se_mahawwvapUrNa_muxxA/saba_se_mahawwvapUrNa_BAgA/kenxra-BAga/bIjakoRa/anwarBAga/BIwarI_BAga/guTalI/kisI_cIja_kA_muKya_BAga
corgi_noun	kuwwA_kA_baccA
coriander_noun	XaniyA/koWamIra
cork_noun	kAga/karka/AkASanIma_kI_CAla
corker_noun	uwwama_vyakwi_yA_vaswu
corkscrew_noun	kAga_nikAlane_kA_peFca/kAgapeFca
corm_noun	Ganakanxa
cormorant_noun	jalakOvA/jalakAga
corn-circle_noun	Pasala_kA_GerA
corn-cob_noun	makaI_ke_peda_kA_UparI_hissA/makaI_kI_bAla
corn-exchange_noun	vaha_sWAna_jahAz_makaI_becA_jAwA_hE
corn-pone_noun	makaI_kI_rotI
corn_noun	makaI_kA_xAnA/xAnA/vhiskI/SarAba/makaI/kaNa/jaI/goKarU/gehUz/GatTA/bIja/anAja/Teka
cornea_noun	kArniyA/AzKa_kI_puwalI_kI_rakRA_karane_vAlA_saPexa_saKwa_BAga
corned-beef_noun	namaka_lagAkara_raKA_huA_goSwa
cornelian_noun	halakA_lAla_yA_saPexa_yA_BurA_naga
corner-shop_noun	CotI_sI_xukAna
corner_noun	xeSa/Xarma-safkata/sImA/safgaTana/prAnwa/parisWiwi/nukkada/kone-kone/koNa/konA/kArnara_kika/kArnara_hita/jagaha/gupwa_sWAna/ekAXikAra/viRama_parisWiwi_me_PazsanA
cornerstone_noun	AXAraSilA/AXAra
cornet_noun	eka_prakAra_kI_wurahI/wurahI/miTAI_raKane_kI_kona_jEsI_kAgaja_kI_pudiyA
cornflakes_noun	makkaI_ke_Bune_hue_Pule/karnaPleksa
cornflour_noun	makkaI_kA_AtA/makaI_kA_AtA/karnaPlora
cornflower_noun	nIle_PUloM_vAlA_jafgalI_peda
cornice_noun	xIvAra_kA_nokIlA_konA/kornisa/kAranisa
cornish-pasty_noun	KAne_kA_sAmAna_jisa_meM_pestrI_BarA_hO
cornstarch_noun	makaI_kA_AtA/karnaPlora
cornucopia_noun	jAxA_mAwrA_meM/prAcurya
corolla_noun	xalapuFja
corollary_noun	pariNAma
corona_noun	praBAmaNdala
coronach_noun	Soka-gIwa
coronal_noun	puRpamAlA/puRpahAra
coronary-artery_noun	hqxaya_waka_rakwa_pahuzcAne_vAlA
coronary_noun	hqraxaya_ko_rakwa_pahuzcAnevAlI_XamaniyAz
coronation_noun	rAjawilaka/rAjyABiReka/rAjagaxxI
coroner_noun	apamqwyu_kA_kAraNa_jFAwa_karanevAlA_aPasara/apamqwyu-vicAraka
coronet_noun	CotA_mukuta/puRpa_hAra
corporal_noun	senA_kA_CotA_aXikArI/eka_CotA_aPasara
corporation_noun	mahApAlikA/saMsWA/nikAya/nigama
corps_noun	senA_kI_palatana/xala/POjI_xaswA/kora/kisI_BI_kAryakrama_meM_BAga_lene_vAlA_samUha
corpse_noun	Sava/lASa
corpulence_noun	motApA
corpus_noun	granWa_safgraha/safgraha/puswaka_safgraha
corpuscle_noun	rakwa_kaNikA
corral_noun	ahAwA/bAdA
corrasion_noun	apaGarRaNa
correction_noun	suXAra/saMSoXana/sajA/jAzcanA/SoXana/SuxXi
correctitude_noun	Ociwya/maryAxAa
corrective_noun	saMSoXanAwmaka_tippaNI/saMSoXana/prawikAra_karane_vAlA
correctness_noun	sawyawA
correlate_noun	sahasambanXI_vaswu
correlation_noun	pArasparika_sambanXa/sahasambanXa
correspondence_noun	anurUpawA/samAnawA/liKA_paDI/citTI_patrII/citTI/pawrI
correspondent_noun	saMvAxaxAwA/liKanevAlA/citTI_liKane_vAlA
corridor_noun	barAmaxA/sImAnwa_galiyArA/galiyArA/Bavana_meM_kA_mArga
corroboration_noun	puRtIkaraNa
corrosion_noun	vinASana/safkRAraNa
corruption_noun	BraRtAcAra/BraRtAcAr
corset_noun	anxara_pahanane_kA_vaswra
cortege_noun	binA_XUmaXAma_kA_julUsa/parijana
cos_noun	kojyA/kasa
cosh_noun	soNtA
cosiness_noun	ArAma
cosmas_noun	brahmANda
cosmetic_noun	prasAXana_sAmagrI/ubatana/afgarAga
cosmologist_noun	brahmANda_vijFAnI
cosmology_noun	viSva_vijFAna/brahmANda_vijFAna
cosmonaut_noun	anwarikRa_yAwrI
cosmos_noun	jagaw/brahmANda
cost-benefit_noun	mUlya-lABa/lABa_kA_anumAna_lagAnA
cost-cutting_noun	Karca_meM_kamI/mUlya-katOwI
cost-effective_noun	lAgawa_se_aXika_PAyaxA
cost-effectiveness_noun	PAyaxA
cost_noun	mUlya/xAma/lAgawa/kImawa/Karca/axAlAwI_Karca
costing_noun	lAgawa
costs_noun	mukaxame_kI_PIsa
costume_noun	pahanAvA/poSAka/kastayUma
cosy_noun	cAyaxAnI_kI_topI
cot-death_noun	bacce_kI_Akasmika_mqwyu
cot_noun	KAta/pAlanA/baccoM_kI_pAlanA
coterie_noun	samAna
cottage_noun	kutI/JopadI
cottager_noun	kutiyA_meM_rahane_vAlA
cotton_noun	kapAsa/XAgA/sUwI_kapadA/rUI
cottontail_noun	KarahA/jafgalI_KaragoSa
couch-potato_noun	tI.vI_xeKawe_hue_Gara_para_samaya_biwAne_vAlA_vyakwi
couch_noun	KAta/palafga
cougar_noun	wenxuA
cough_noun	KAzsI/kaPa/AvAja/KoKI
coulter_noun	hala_kA_PAla
council-chamber_noun	kamarA_jisameM_pariRaxa_kI_bETaka_howI_hEM/pariRax_saxana
council-estate_noun	pariRaxa_xvArA_banAyA_gayA_Gara
council_noun	pariRaxa/samiwi/saBA/pariRax
councillor_noun	saBAsaxa/pArRax/{saBA_kA}_saxasya
councilor_noun	pArRaxa
counsel_noun	parAmarSa/vakIla/salAha
counselling_noun	salAha/salAha_xenA
counsellor_noun	salAhakAra/vakIlYa/parAmarSaxAwA/grIRma-Sivira_saFcAlaka/vakIla
counselor-at-law_noun	aXivakwA
counselor_noun	vakIla/vakIlYa/paxAmarSaxAwA/parAmarSaxAwA/grIRma-Sivira_saFcAlaka
count_noun	gaNanA/xasa_sekeNda_kA_samaya/safKyA/pUrNa_ginawII/nObala_mEna_kI_upAXi/kAuNta/ginawI/aparAXa/aBiyoga-patra_kA_Sulka/eka_badA_kulIna_jana/aBiyoga_iljAma
countdown_noun	ultI_ginawI/kAuNtadAuna{ultI_ginawI}
countenance_noun	muKAkqwi/samarWana
counter-attack_noun	prawyAkramaNa/javAbI_hamalA
counter-claim_noun	prawixAvA/javAbI_xAvA
counter-espionage_noun	prawi_gupwacaryA
counter-insurgency_noun	javAbI_kArravAI
counter-intelligence_noun	prawi_gupwa_yojanA/viSeRa_guwpacara_sevA_jo_Sawru_ke_guwpacaroM_ke
counter-revolution_noun	krAnwi-viroXa/prawikrAnwi
counter-revolutionary_noun	krAnwi_viroXI/prawikrAnwikArI
counter-tenor_noun	puruRa-svara_ke_viruxXa
counter_noun	viroXa/prawyuwwara/kAuntara/javAbI_hamalA/gaNaka/cakra/kAuNtara/ginane_kA_yanwra
counterbalance_noun	prawiBAra/prawisanwulana
counterblast_noun	karArA_javAba
countercurrent_noun	aSAnwa_jala-kRewra
counterfeit_noun	jAlasAjI
counterfeiter_noun	jAlasAja
counterfoil_noun	prawiparNa/kAuNtaraPoYila{cEka_yA_rasIxa_kA_vaha_BAga_jo_xene_vAlA_havAle_hewu_apane_pAsa_raKawA_hE}
counterinsurgency_noun	praSamana
countermeasure_noun	kisI_kaxama_ke_KilAPa_uTAyA_gayA_kaxama
counterpane_noun	palafgapoSa
counterpart_noun	prawirUpa/prawisWAnI
counterpoint_noun	surasafgawi/viRamawA/surasafgawa_Xuna/pUraka
counterpunch_noun	javAbI_hamalA
countersign_noun	prawihaswAkRara/safkewa_Sabxa
countersignature_noun	prawihaswAkRara
counterweight_noun	prawisanwulana
countess_noun	kulIna_swrI/kAuNtesa/begama
country-club_noun	eka_prakAra_kA_klaba/grAmINa-klaba
country-dance_noun	loka-nqwya
country_noun	xeSa/rARtra/loka-safgIwa/loga/kRewra/janmaBUmi/gAzva/gazva/praxeSa_kA_CotA_KaNda{xehAwa}
countryman_noun	xeSavAsI/hamavawana/grAmINa/grAmavAsI
countryside_noun	grAmINa_kRewra/xehAwa
county-clerk_noun	praxeSa_klarka
county-council_noun	praxeSa_kA_SAsana_pariRax
county-court_noun	sWAnIya_nyAyAlaya
county-town_noun	kAuNtI_praSAsana_kA_aXiRTAna{kexra}
county_noun	kAuNtI/maNdala/jilA
coup_noun	Akasmika_SAsana-parivarwana/aprawyASiwa_saPalawA/Akasmika_SAsana_pariwarwana/saPala_evaM_akasmAwa_kriyA
coupe_noun	xo_xvAra_vAlI_kAra/kUpa/bagGI
couple_noun	yugala/xo/kuCa/jodA/kuCa-samaya
couplet_noun	xohA
coupling_noun	yugmana/yugmaka/saMyojana
coupon_noun	rasIxa/kUpana/paracA
courage_noun	sAhasa/XErya/vIrawA/himmawa
courgette_noun	kumhadA/kUrjeta
courier_noun	xUwa
course-work_noun	pATyakrama
course_noun	korsa/xiSA/waha/swara/rAswA/pravAha/pragawi/paWa/pATya-krama/pAtya-krama/mExAna/mArga/krama/kArravAI/Bojana-krama/aXyayana/pATyakrama/SreNI
court-card_noun	wAsa_kA_citravAlA_pawwA
court-house_noun	praSAsakIya_Bavana/nyAyAlaya_Bavana
court-martial_noun	senA_nyAyAlaya
court_noun	xarabAra/vakIla/rAjaxarabAra/nyAyAlaya/niwAsa-sWAna/namaskAra/mExAna/mArga/korta/bETaka/Afgana/ajAyabaGara/kacaharI/axAlawa/jaja_loga/nyAyAXISaAzgana/Axara
courtesan_noun	gaNikA
courtesy-light_noun	kartsI_lAita
courtesy_noun	BaxrawA/SAlInawA/kqpA/vinaya
courting_noun	praNaya_nivexana
courtship_noun	vivAhArWa_milanA_julanA/praNaya_nivexana
courtyard_noun	Azgana/xAlAna
cousin_noun	cacerA_mamerA_mOserA_yA_PuPerA_BAI_yA_bahana
couture_noun	PESanebala_kapadoM_kA_nirmANa/PESanebala_kapadA
couturier_noun	PESanebala_vaswra-nirmAwA
cove_noun	CotI_KAdI
covenant_noun	praNa/anubanXa/niyama_pawra
cover-up_noun	gupwa_raKane_kI_koSiSa
cover_noun	Dakkana/tukadI/surakRA-rASi/surakRA/rakama/rahasya/pqRTa-BAga/liPAPA/jilxa/JAdI/gilAPa/cAxara/AvaraNa/ASraya/bacAva/SaraNa/puTTA/surakRA_rASI
coverage_noun	viswqwa_sUcanA/rASi/kRewra/bImA_vyApwi/GatanA_Axi_kI_riporta
coverlet_noun	cAxara
covert_noun	GanA_kRewra/JAdI
cow-pat_noun	gobara_kA_Dera/gAya_ke_gobara_kA_Dera
cow_noun	gAya/Xenu/Orawa/mAxA/baCadA
coward_noun	kAyara
cowardice_noun	kAyarawA
cowboy_noun	yAxava/kAubaya/gvAlA/gvAla/GudasavAra_caravAhA/GoRa/gopAla/gopa/ahIra/ABIra/aBIra/GudasavAra_gopAla
cowhand_noun	caravAhA/yAxava/gvAlA/gvAla/GoRa/gopAla/gopa/ahIra/ABIra/aBIra
cowherd_noun	yAxava/gvAlA/gvAla/GoRa/gopAla/gopa/caravAhA/ahIra/ABIra/aBIra
cowhide_noun	gAya_kI_camadI
cowl_noun	sira_Dazkane_kA_kapadA
cowling_noun	iFjana_kA_Dakkana
cowman_noun	yAxava/gvAlA/gvAla/GudasavAra_caravAhA/GoRa/gopAla/gopa/ahIra/ABIra/aBIra
cowpoke_noun	yAxava/gvAlA/gvAla/GoRa/gopAla/gopa/caravAhA/ahIra/ABIra/aBIra
cowpuncher_noun	GudasavAra_caravAhA
cowrie_noun	kOdI
cowry_noun	kOdI
cowshed_noun	goSAlA
cowslip_noun	eka_prakAra_kA_pOXA/xalaxalI_genxA
cox_noun	nAvika
coyness_noun	naKarebAjI
coyote_noun	BediyA
cozenage_noun	GotAlA
coziness_noun	ArAma
cpu_noun	sI.pI.yU
crab-apple_noun	jafgalI_seba_kA_peda
crab_noun	kekadA/karka_rASira/jafgalI_seva
crabapple_noun	jafgalI_seba
crabs_noun	yUkAgraswawA/jaGana_yUkA
crack-down_noun	kadI_karravAI
crack_noun	xarAra/xavA/XamAkA/tUkadA/mOkA/kRipra_ukwi/koSiSa/KAzcA/kadaka/garjana/catAkA/bAwa-cIwa/AkAla/AGAwa/catakane_kI_AvAja/sanakI/karArI_cota/eka_prakAra_kI_naSIlI_xavA
cracker_noun	pawalA_sUKA_biskuta/pawalA_kadA_biskuta/patAKA
crackerjack_noun	prawiBAvAna_vyakwi_yA_vaswu
cracking_noun	xarAra/catakAhata
crackling_noun	suara_kA_BunA_mAMsa/catacatAhata
cradle_noun	hiNdolA/vikAsa_kI_BUmi/uxgamasWala/uxgama/pAlanA/krEdala/kradala/JUle_se_milawA_julawA_DAzcA/palanA/JUlA/tUtI_haddI_kA_Kola
craft_noun	Silpa/XUrwawA/nOkA/havAI_jahAja/cAlAkI/Silpa_kalA/haswa_kalA/kuSalawA/Cala/CotI_nAva_yA_jahAja
craftiness_noun	XUrwawA
craftsman_noun	SilpakAra/SilpI/kArIgara/xaswakAra
craftsperson_noun	SilpI
crag_noun	kUtaka
cramp_noun	maroda/ENTana/ENTana_yA_maroda_kI_pIdA_xenA
crampon_noun	kAztA/skIifga_ke_lie_XAwu_kI_pleta_jUwe_para_pahanane_ke_lie
cranberry_noun	lAla_rafga_kI_KattI_berI/karOnxA
crane_noun	sArasa/krena/BArowwolana_yanwra
craniate_noun	kaSerukI_janwu
crank_noun	XurI_kI_moda/sanakI/krEfka/cidacidA_vyakwi/arAla-kIla
crankshaft_noun	arAlaxaNda
cranny_noun	xarAra/Cexa
crap-shooter_noun	hArA_huA_juArI
crap_noun	paKAnA/bakavAsa/anuciwa_vyavahAra
crash-helmet_noun	rakRAwmaka_topa
crash_noun	XamAkA/xurGatanA/takkara/sAKa_kI_samApwi/krESa/kadakadAhata/jamIna_para_giranA/JagadA/girAvata/GanaGanAhata
crassness_noun	mUrKawA
crate_noun	sAmAna_le_jAne_kI_petI/lakadI_kA_baksA/kreta
crater_noun	jvAlAmuKI_pahAda_kA_muzha/katore_kI_Akqwi_kA_gadDA/jvAlAmuKI_vivara
cravat_noun	gulubanxa/CotA_skArPa_jo_gale_meM_bAzXa_kara_Sarta_ke_anxara_raKawe_hEM
craven_noun	kAyara/uwsAhahIna_manuRya
craving_noun	uwkata_icCA
crawl_noun	refganA/sarakana/krAla/XImI_cAla
crawler_noun	refgane_vAlI_vaswu/refgane_vAlA/KuSAmaxI/keFcuA
crayfish_noun	cifgata{Cote_lObstara_ke_AkAra_kA_jAnavara_jo_naxI_yA_wAlAba_me_howA_hE}
crayon_noun	rafgIna_KadiyA_se_banA_huA/rafgIna_KadiyA/momI_KadiyA/kreyAna{rafgI_huI_KadiyA_kI_pensila}
craze_noun	bAvalApana/sanaka_asWAI_samaya_waka
craziness_noun	pAgalapana/bevakUPI
creak_noun	caracarAhata
creaking_noun	caracarAhata
cream_noun	malAI/xUXiyA/sarvowwama/sAra/rasA/prawiRTiwa_loga/lepa/krIma/sarvowma_aMSaeka_prakAra_kI_sOnxaryavarXaka_vaswu
creamery_noun	makKana_kI_xUkAna/makKana_GI_Axi_banAne_kA_kAraKAnA
