#	/Amidst/Bilberry/Fine,/I/It/It/Kaladhungi/On/Ratna/The
###########################################################################################################	The
#-----------	The
#------------------	The
#-------------------	The
#==================	The
#===================	The
#A	descendant
#All	salesmen/the
#As	a/the
#Besides,	Aptech,
#But	do/this/when/you
#By	Alpana/Anita/Krithika/Nandini/Preeti/Sarita/drinking
#Chew	the
#Children	are
#Discounting	Bills
#Do	not/not
#Drink	plenty
#English-compound-word	Hindi-meaning
#Following	entries
#Fruits	and
#GITMO	was
#He	came
#I	am/want/will
#In	comparison/this,
#India	has
#It	was
#Kalajar	is
#Keep	taking
#Look,	I
#Lord	Caitanya
#New	Entries
#Not	only
#One	does
#Researches	have
#Structure_of_the_file:	have
#Suggested	by/by
#The	citizens/danger/use
#There	are
#Therefore	everybody
#Therefore,	the/the
#This	is/palace
#Unplugging	the
#We	saw
#What	is/is
#When	Arjun/these
#Yes	of
#Yes,	Yes.
#You	keep/keep
#based_on	para_AXAriwa
#powered	wheelchair
#station	master
,_in_short_,	safkRipwa_meM
discount_account	battA_leKA
discount_allowed	xawwa_battA
discount_chain	katOwI_kI_cena
discount_column	battA_KAwA_AwamBa
discount_house	diskAuNta_hAusa
discount_market	huNdI_bAjAra
discount_of_inland_documentary_bills	anwarxeSIya_praleKI_huNdiyoM_MiloM_ko_BunAnA
discount_on_issue_of_debentures	dibeMcara_nirgama_para_battA
discount_on_issue_of_shares	Seyara_nirgamoM_para_battA
discount_on_purchases	kraya_battA
discount_on_sales	bikrI_battA
discount_rate	battA_xara
discount_received	prApwa_battA
discount_store_chain	CUta_xene_vAlI_xukAnoM_kI_SrqfKalA
discount_table	riyAyawa_yogya_sUcI
discount_tables	riyAyawa_yogya_sUciyAMEY
discounted_bill	BunAyA_gayA_bila
discounted_value	battAgawa_mUlya
discounting_bills	huNdI_battA
discrepancy_may_be_reconciled	visafgawi_kA_samAXAna_kara_liyA_jAe
discrete_data	asawawa_AfkadA
discrete_distribution	vivikwa_viwaraNa
discrete_finite_automata	asanwawa_parimiwa_svacala_prarUpa
discretionary_accommodation	vivekAXikAra_aciwyapraXAna_sahAyawA_Awwi_niBAva
discretionary_grant	vivekAnuxAna
discretionary_power	vivekAXikAra
discretionary_powers	vivekAXIna_SakwiyAz/vivekAXikAra
discussion_group	carcA_samUha
dish_aerial	pAwra_prAwanwu
dish_antenna	diSa_entinA
dishnoured_cheque	asvIkqwa_nakArA_huA_cEka
dishonorable_discharge	apamAnajanaka_nissAraNa
dishonour_by_non_acceptance	asvIkqwa_xvArA_nakAra
dishonour_by_non_payment	aSoXana_xvArA_nakAra
dishonour_of_cheque	cEka_kI_asvIkqwi_iakAra
dishonoured_cheque	nakArA_gayA_ceka
disjunctive_conjunction	viyojaka_saMyojana
disjunctive_normal_form	viyojI_sAmAnya_rUpa
disk_accessing	cakrikA_aBigamana
disk_accessory	cakrikA_sahayanwra
disk_address	cakrikA_paricaya
disk_array	cakrikA_saraNI
disk_buffer	cakrikA_baPara
disk_cache	cakrikA_krESe
disk_caching	cakrikA_kESiMga
disk_capacity	cakrikA_kRamawA
disk_cartridge	cakrikA_kArtreja
disk_controller_card	cakrikA_niyanwraka_kArda
disk_density	cakrikA_Ganawva
disk_drive	cakrikA_cAlaka
disk_drive_controller	cakrikA_cAlaka_niyanwraka
disk_drive_magnetic	cakrikA_cAlaka_cumbakIya
disk_file	cakrikA_saFcikA
disk_form	cakrikA_prArUpa
disk_magnetic	diska_cumbakIya
disk_memory	cakrikA_smqwi
disk_operating_system	cakrikA_pracAlana_wanwra
disk_optimizer	cakriya_IRtawamIkAraka
disk_pack	cakrikA_safkula
disk_sector	cakrikA_KaNdaka
disk_seek_enhancement	cakrikA_aBiXAraNa_vqxXi
disk_server	cakrikA_parisevaka
disk_space_management	diska_sWAna_prabanXana
disk_storage	cakrikA_BaNdAraNa
disk_storage_device	cakrikA_BaNdAraNa_yukwi
disk_stripping	cakrikA_uwaraNa
disk_unit	cakrikA_ekaka
disk_volume	cakrikA_Ayawana
diskette_formatted_tape	disketa_saMrUpiwa_tepa
diskette_storage	disketa_BaNdAraNa
diskette_storage_device	disketa_BaNdAraNa_yukwi
diskless_workstation	diskarahiwa_varkasteSana
dislocation_of_business	kArobAra_kA_aswa_vyaswa_aisWApiwa_honA
dismal_trend	SocanIya_i_iFiAwa
dismantled_lines	uKAdI_gaWa_lAineM
dismissal_from_service	nOkarI_se_cyuwa_karanA
disorderly_behavior	anuSAsanahIna_vyavahAra
disorderly_conduct	aniyamiwa_AcaraNa
disparity_in_rates	BAvoM_MaroM_meM_asamAnawA_Anwara
dispatch_box	preRiwa_karane_kI_petI
dispatch_case	preRaNa_petI
dispensation_of_credit	qNa_viwaraNa
dispense_with	alaga_karanA
dispensing_chemist	ORaXa_yojI
dispersal_officer	visarjana_aXikArI
displaced_person	visWApiwa_vyikwa
display_advertisemet	praxarSa_vijFApana
display_attribute	praxarSa_guNa
display_case	praxarSana_petI
display_command	praxarSa_samAxeSa
display_console	praxarSa_kansola
display_device	praxarSa_yukwi
display_file	praxarSa_saFcikA
display_foreground	praxarSa_agraBUmi
display_image	praxarSa_prawibiMba
display_panel	praxarSa_pattikA
display_power_management_signaling	praxarSana_Sakwi_prabanXana_safkewana
display_space	praxarSa_sWAna
display_unit	praxarSa_ekaka
disposable_deposits	prayojya_jamArASiyAM
disposable_resources	prayojya_vwwiIya_sAXana
disposal_of_business	kAma_nipatAnA
disposal_of_non_banking_assets	gEra_bEMkiMga_parisampwwiyoM_MswiyoM_kA_nipatAna
disposal_officer	nipatAna_aXikArI
disposal_register	nipatAna_rajistara_aaFjI
disposal_value	samApana_mUlya
dispose_of	nipatAnA
dispose_off	nipatAnA
disproportionate_to_the_work_load	kArya_BAra_ke_anupAwa_se_nahIM
disregarding_the_facts	waWyoM_kI_upekRA_karawe_hue
dissection_room_assistant	SavacCexana_kakRa_sahAyaka
dissection_room_attendent	SavacCexana_kakRa_paricara
dissenting_share_holder	visammawa_Seyara_holdara_aeyaraXAraka
dissolution_by_the_court	axAlawI_vixatana
dissolution_of_partnership	sAJexArI_kA_vixatana
distance_function	xUrI_Palana
distillery_inspector	AsavanI_nirIkRaka
distination_field	ganwavya_kRewra
distinguishable_state	viBexya_avasWA
distress_sale	ApAwa_bikrI
distress_taccavi_loans	vipwwikAlIna_wakAvI_qNa
distributable_income	viBAjya_Aya
distributed_application	viwariwa_anuprayoga
distributed_bulletin_board	viwariwa_vijFAmpalqpwi_patala
distributed_computers	viwariwa_kampyUtara
distributed_computing	viwariwa_aBikalana
distributed_computing_environment	viwariwa_aBikalana_vAwAvaraNa
distributed_computing_paradigm	viwariwa_aBikalana_prawimAna
distributed_data	viwariwa_Afkade
distributed_data_base	viwariwa_detAbesa
distributed_data_guarding	viwariwa_AfkadA_rakRaNa
distributed_data_processing	viwariwa_AfkadA_saMsAXana
distributed_data_processing_network	viwariwa_AfkadA_saMsAXana
distributed_dbms	viwariwa_dI_bI_ema_esa
distributed_dead_lock	viwariwa_gawiroXa
distributed_deadlock	viwariwa_Akasmika_avaroXa
distributed_file_system	viwariwa_saFcikA_wanwra
distributed_intelligence	viwariwa_buxXi
distributed_light_source	viwariwa_prakASa_srowa
distributed_live_source	viwariwa_sIXA_srowa
distributed_network	viwariwa_netavarka
distributed_object_computing_platform	viwariwa_vaswu_safgaTana_pletaPoYrma
distributed_processing	viwariwa_prakramaNa
distributed_processing_system	viwariwa_prakramaNa_wanwra
distributed_processor	viwariwa_prakramaka
distributed_ray_tracing	viwariwa_kiraNa_KojanA
distributed_server	viwariwa_parisevaka
distributed_system	viwariwa_praNAlI
distributed_transaction_management	viwariwa_lena_xena_prabanXana
distribution_agreement	viwaraNa_rAjInAmA
distribution_cable	viwaraNa_kebala
distribution_chain	viwaraNa_SrqfKalA
distribution_channel	viwaraka_mArga
distribution_expenses	viwaraNa_Karca
distribution_of_assets	parisampawwiyoM_kA_viwaraNa
distribution_of_dividends	lABAMSoM_kA_viwaraNa
distribution_of_goods	mAla_kA_viwaraNa
distribution_officer	viwaraNa_aXikArI
distribution_pattern	viwaraNa_kA_svarUpa_arakAra
distributional_aspect_of_taxation	karAXAna_kA_viwaraNa_pahalU
distributive_sort	viwaraNa_SAtana
district_and_state_level_consultative_committees	jilA_Ora_rAjya_swarIya_samiwiyAM
district_attorney	jilA_muKwAra
district_auditor	jilA_leKAparIkRaka
district_centre	distrikta_seMtara
district_co_ordination_committee	jilA_samanvaya_samiwi
district_controller_of_stores	jilA_BaNdAra_niyanwraka
district_court	jilA_nyAyAlaya
district_credit_plan	jilA_qNa_yojanA
district_demanding_officer	jilA_mAzga_aXikArI
district_development_board	jilA_vikAsa_borda
district_development_officer	jilA_vikAsa_aXikArI
district_information_officer	jilA_sUcanA_aXikArI
district_inspector_of_schools	jilA_vixyAlaya_nirIkRaka
district_judge	jilA_nyAyAXISa
district_magistrate	jilA_majistreta
district_officer	jilA_aXikArI
district_park	loka_uxyAna
district_profiles	jiloM_kI_rUpareKA
district_rural_development_agency	jilA_grAmINa_vikAsa_aiBakaraNa
district_supply_officer	jilA_pUrwi_aXikArI
district_traction_power_and_traction_controller	jilA_kaRarNa_Sikwa_waWA_kaRarNa_niyanwraka
district_treasury	jilA_KajAnA
district_veterinary_officer	jilA_paSucikiwsA_aXikArI
disturbance_of_the_peace	mAnasika_SAnwi_Bafga_karanA
ditch_digger	KAI_Koxane_vAlA
divan_bed	xIvAna
dive_brake	gowA_niyanwraNa
diversification_effort	viviXawA_uwpanna_karane_ke_prayAsa
diversification_of_production	uwpAxana_kA_viviXIkaraNa
diversification_of_risks	joKimoM_kA_viSAKana__viviXIkaraNa
diversified_purposes	viviXa_prayojana
diversionary_attack	XyAna_hatAne_ke_lie_kiyA_gayA_hamalA
divide_check	viBAjana_jAFca
dividend_appropriation_account	lABAMSa_viniyojana_leKA
dividend_earnings	lABAMSa_arjana
dividend_equalisation_fund	lABAMSa_samakArI_niXi
dividend_income	lABAMSa_Aya
dividend_interim	anwarima_lABAMSa
dividend_paid	praxaww_lABAMSa
dividend_rates	lABAMSa_xareM
dividend_received	prApwa_lABAMSa
dividend_warrant	lABAMSa_vAraNta
divine_office	vEXAnika_prArWanAoM_kA_pATa
divine_service	ISvarIya_sevA
diving_bell	xivya_GaNtI
diving_board	dubakI_mArane_kA_waKwA
diving_dress	gowA_lagAne_kI_poSAka
diving_duck	dubakI_lagAne_vAlA_bawwaKa
divisible_net_proceeds	viBAjya_nivala_Agama
divisible_pool	viBAjya_pUla
divisible_profits	viBAjya_lABa
divisible_surplus	viBAjya_aXiSeRa
division_bench	KaNda_pITa
division_commander	divIjana_kamANdara
division_of_labour	Srama_viBAjana
division_remainder_method	viBAjana_SeRa_viXi
divisional_accountant	praBAgIya_leKAkAra
divisional_accounts_officer	praBAgIya_leKA_aXikArI
divisional_assistant_security_officer	praBAgIya_sahAyawaka_surakRA_aXikArI
divisional_audit_officer	praBAgIya_leKA_parIkRA_aXikArI
divisional_boiler_maker	praBAgIya_boYyalara_mekara
divisional_boilers_maker_chargeman	praBAgIya_boYyalara_mekara_cArjamEna
divisional_cash_chest	maNdala_rokada_wijorI
divisional_cashier	praBAgIya_koRapAla
divisional_clerk	praBAgIya_lipika
divisional_commercial_inspector	praBAgIya_vAprijya_nirIkRaka
divisional_commercial_officer	praBAgIya_vAprijya_aXikArI
divisional_commercial_superintendent	praBAgIya_vAprijya_aXIkRaka
divisional_development_council	praBAgIya_vikAsa_pariRax
divisional_electrical_engineer	praBAgIya_bijalI_iMjIniyara
divisional_engineer	praBAgIya_iMjIniyara
divisional_fire_officer	praBAgIya_agniSamana_aXikArI
divisional_forest_officer	praBAgIya_vana_aXikArI
divisional_head_quarters	maNdala_muKyAlaya
divisional_inspector	praBAgIya_nirIkRaka
divisional_manager	praBAgIya_prabanXaka
divisional_mechanical_engineer	praBAgIya_yAnwrika_iMjIniyara
divisional_medical_officer	praBAgIya_cikiwsA_aXikArI
divisional_office	maNdala_kAryAlaya
divisional_officer	maNdala_aXikArI
divisional_operating_superintendent	praBAgIya_pracAlana_aXIkRaka
divisional_pay_clerk	praBAgIya_vewana_klarka
divisional_personnel_officer	praBAgIya_kArmika_aXikArI
divisional_safety_officer	praBAgIya_saMrakRA_aXikArI
divisional_signal_and_tellecommunication_engineer	praBAgIya_siganala_Ora_xUrasaFcAra_iMjIniyara
divisional_superintendent	praBAgIya_aXIkRaka
divisional_traffic_manager	praBAgIya_yAwAyAwa_prabanXaka
do_better	acCA_karanA
do_the_needful	AvaSyaka_kArravAWa_kareM
dock_charges_duty	goxI_praBAra_evaM_Sulka
dock_safety_inspectorate	goxI_saMrakRA_nirIkRaprAlaya
doctoral_degrees	vAcaspawi_upAXiyAz
document_against_acceptance	sakArane_para_praxeSa_praleKa
document_against_payment	axAyagI_IugawAna_para_praxeya_praleKa
document_base_font	praleKa_AXAra_Ponta
document_co_authoring_system	praleKa_sahaleKaka_wanwra
document_compression_utility	praleKa_sampIdana_upayogiwA
document_conversion_program	praleKa_parivarwana_kramAxeSa
document_format	praleKa_PEYAramEta
document_handling	praleKa_haswana
document_image_processing	praleKa_prawibiMba_prosEsiMga
document_management_system	praleKa_prabanXana_wanwra
document_of_charge	aXikAra_praleKa
document_of_title	svawva_praleKa
document_of_title_to_goods	mAla_kA_svawva_praleKa
document_processing	praleKa_prakraNa
document_retrieval	praleKa_prawiniyana
document_window	praleKa_KidakI
documentary_bill	praleKI_huNdI_Iila
documentary_draft	praleKI_drAPta
documentary_evidence	xaswAvejI_sAkRya
documentary_export_bills	praleKI_niryAwa_bila
documentary_film	vqwwciwra
documentary_letter_of_credit	praleKI_sAKa_pawra_aXAra_pawra
documentary_proof	liKiwa_pramANa
documentation_and_information_section	praleKana_Ora_sUcanA_anuBAga
documentation_assistant	praleKa_sahAyaka
documentation_of_sale	bikrI_praleKana
documentation_program	praleKana_kramAxeSa
does_better	karawA_hE_aXika_acCA
dog_biscuit	kuwwe_ke_KAne_ke_biskuta
dog_bite	kuwwe_kA_kAtA
dog_bolt	kuwwA_kAbalA
dog_breeding	kuwwoM_kA_prajanana
dog_catcher	kuwwA_pakadanevAlA
dog_collar	kuwwe_kA_pattA
dog_paddle	wErAkI_kI_eka_prakriyA
dollar_bill	doYlara_bila
dollar_diplomacy	dAlara_kUtanIwi
dollar_exchange	dAlara_vinimaya
dollar_sales	doYlara_kI_bikrI
domain_expert	prakRewra_viSeRajFAmpalq
domain_loading	prakRewra_BAraNa
domain_name	domena_nAma
domain_name_address	domena_nAma_pawA
domain_name_resolution	prakRewra_nAma_viGatana
domain_name_server	prakRewra_nAma_parisevaka
domain_name_service	prakRewra_nAma_sevA
domain_name_system	prakRewra_nAma_praNAlI
domain_testing	prakRewra_parikRaNa
domestic_animal	pAlawU_paSu
domestic_ass	pAlawU_Kaccara
domestic_assets	xeSI_AswiyAM_MarisampwwiyAM
domestic_carp	GarelU_Jagade
domestic_cat	pAlawU_billI
domestic_company	xeSI_kampanI
domestic_consumption	pArivArika_upaBoga
domestic_credit	xeSI_IarelU_qNa
domestic_dog	pAlawu_kuwwA
domestic_economy	xeSI_IarelUAnwarika_arWavyavasWA
domestic_finance	xeSI_vwwi
domestic_flight	Garelu_udAna
domestic_liabilities	xeSI_xeyawAeM
domestic_product	xeSI_uwpAxa
domestic_purchase	xeSI_IarelU_KarIxa_araya
domestic_satellite_carrier	xeSIya_upagraha_vAhaka
domestic_savings	xarelU_bacawa
domestic_sector	xarelU_kRewra
domestic_supplies	xeSa_ApUrwi
domicile_certificate	aXivAsa_pramANapawra
domicile_of_origin	mUla_aXivAsa
domiciled_bill	aXivAsiwa_huNdI_Iila
donation_for_charitable_purposes	XarmArWa_xAna
donkey_cart	Kaccara_gAdI
dormant_account	akriya_KAwA
dormant_accounts	niiRkraya_KAwe
dormant_looms	niiRkraya_karaxe
dormant_partner	niiRkraya_sAJexAra_aAgIxAra
dormant_societies	naiRkraya_samiwiyAM
doss_house	rEna_baserA
dot_character_printer	biMxu_samprawIka_muxraka
dot_matrix_printer	doYtaCamEtriksa_muxraka
dotted_line	biMxuoM_kI_reKA
double_-_check	acCI_waraha_se_cEka_karanA
double_Dutch	bakavAsa
double_account_system	xoharA_leKA_paxXawi
double_act	aBinewA_yugala
double_acting_engine	xuwaraPA_iMjana
double_agent	xo_xuSmana_xeSoM_kA_gupwacara
double_barrelled	xunAlI
double_bass	xoharI_gUzja
double_bassoon	eka_sapwaka_nicalA_svara
double_bed	xugunA_palafga
double_benefit_policy	xohare_hiwa_aABa_kI_pAlisI
double_bill	xoharA_praxarSana
double_blind_experiment	xvipakRa_aniBijFa_prayoga
double_blind_procedure	xvipakRa_aniBijFa_paxXawi
double_blind_study	xvipakRa_aniBijFa_aXyayana
double_bluff	saca_ko_JUTa_jEsA_kahanA
double_breasted	eka_KAsa_waraha_kA_kota_yA_pEketa
double_buffering	xUnA_baPariMga
double_chin	xoharI_TuddI
double_claims	xuhare_xAve
double_clinch	xuharA_hAWApAI
double_cream	motI_malAI
double_cropped_areas	xoharI_PasalavAle_kRewra
double_dacker	xoharI_Cawa_kI_gAdI
double_dealer	xoharI_cAla_calanevAlA
double_digit	xugunI_safKyA
double_door	xoharA_xaravAjA
double_dot	xUnA_doYta
double_edged	xoharI_XAravAlA
double_eneded_queue	xvika_anwa_pafkwi
double_entendre	xoharA_mawalaba
double_entry	xvi_praviRti
double_entry_system	xoharI_praviRti_praNAlI
double_figure	xoharA_afka
double_financing	xoharA_vwwiIyana_awwipoRapra
double_glaze	judavAz_kAzca
double_insurance	xoharA_bImA
double_jointed	lacIle_jodavAlA
double_length_register	xvi_lambAI_paFjI
double_life	xoharA_jIvana
double_money_columns	kImawa_ke_xohare_KAne
double_precision	xviguNa_pariSuxXawA
double_pulse_recording	xvispanxa_aBileKana
double_punching	xoharI_paciMga
double_quick	xugunI_gawi_se
double_right_angle_brackets	xUnA_nimakoNa_koRTaka
double_room	xo_biswara_vAlA_kamarA
double_sheet_detector	xviparNa_saMsUcaka
double_sheet_ejector	xviparNa_uwkRepaka
double_sided_disk	xvipArSva_cakrikA
double_sided_floppy_disk	xvipArSva_PloYpI_cakrikA
double_speed_drive	xviguNI_cAla_drAiva
double_standards	xohare_mApaxaNda
double_take	XImI_prawikriyA
double_talk	xohare_mawalaba_vAlI_bAwa
double_taxation	xoharA_karAXAna
double_taxation_relief	xohare_karAXAna_se_rAhawa_auikwa
double_time	xuganI_majaxUrI
doubly_linked_list	xvi_SrafKaliwa_sucI
doubtful_debts	sanxigXa_qNa
doubtful_debts_reserve_account	sanxigXa_qNa_prArakRiwa_leKA
doughnut_chain	donata_cEna
dove_tailing	dabacUla
down_hearted	uwsAhahIna
down_link	aXaHSrqfKalA
down_loaded	aXaHBAraNa
down_payment	wawkAla_axAyagI
down_the_stairs	nIce
down_time	kArya_banxa_rahane_kA_samaya_aukA_kAma_samaya
downloadable_font	aXIBAraNIya_PoYnta
downloading_utility	aXIBAraNa_upayogiwA
downward_compatibility	aXomuKI_safgawawA
downward_trend	aXomuKI_pravqwwi
downy_bromegrass	kumhalAyI_huyI_broma_GAsa
downy_chess	SawaraFja
draft_agenda	kAryasUcI_kA_prArUpa_aasOxA
draft_and_mail_transfer_advice	drAPta_Ora_dAka_anwaraNa_sUcanAeM
draft_as_amended_is_put_up	yaWAsaMSoXiwa_masOxA_praswuwa_hE
draft_board	drAPta_pata
draft_copy	kaccA_kApI
draft_day	drAPta_xina
draft_dodger	POja_meM_gEra_kAnUnI_karAra_xene_vAlA_vyakwi
draft_drawn_under_letters_of_credit	sAKapawroM_ke_aXIna_Ahariwa_aAtA_gayA_drAPta
draft_for_approval	anumoxanArWa_prArUpa
draft_is_concurred_in	prArUpa_se_sahamawi_hE
draft_notes_comments	tippaprI_Ora_AlocanAoM_ke_masOxe_erArUpa
draft_paid_without_advice	binA_sUcanA_ke_axA_kiyA_gayA_drAPta
draft_paper	masOxA_kAgaja
draft_para	drAPta_pErA
draft_reply	uwwara_kA_masOxA
draft_reply_is_put_up_for_approval	uwwara_kA_prArUpa_anumoxana_ke_lie_praswuwa_hE
drafting_asistant	prArUpaNa_sahAyaka
drafting_board	drAPtiMga_karane_kA_pata
drafts_payable_register	xeya_drAPta_paFjI_Iajistara
drafts_presented	binA_sUcanA_ke_praswuwa
drag_hunt	kAztA_dAlakara_walASanA/GasItanA
drag_hunted	KIMca_kara_lAyA_gayA/GasItanA
drag_hunting	KIMca_kara_lAnA/GasItanA
drag_hunts	GasItanA
drain_basket	CAnane_kI_tokarI
drainage_area	pAnI_ke_nikAsa_kA_kRewra
drainage_basin	apavAha_kRewra
drainage_canal	morI_nalI
drainage_ditch	morI_kA_nAlA
draining_board	nikAsa_pata
drama_artist	nAtya_kalAkAra
drama_section	nAtya_anuBAga
dramatic_art	nAtakIya_kalA
dramatic_composition	nAtakIya_kqwi
dramatis_personae	kisI_nAtaka_ke_pAwra
drastic_measure	kaTora_kArravAWa
draw_a_bill	huNdI_karanA_Aila_banAnA
draw_a_cheque	cEka_kAtanA
draw_attention	XyAna_AkarRiwa_karanA
draw_back	kamI
draw_bridge	KIMca_kara_pula_ko_bazxa_karane_vAlA_waKwA
draw_off	KIMcane_kI_kriyA
draw_program	karRa_progrAma
draw_string	WElA_Axi_bazxa_karane_kI_dorI
draw_tool	karRa_upakaraNa
drawal_of_arrear	bakAyA_Aewana_kA_AharaNa
drawal_of_pay	bakAyA_Aewana_kA_AharaNa
drawals_against_limits	qNa_sImAoM_meM_se_AharaNa
drawback_claim	vApasI_kA_xAvA
drawee_in_case_of_need	vikalpI_axAkarwA
drawing_against_un_cleared_effects	samASoXana_aasUlI_se_pahale_AharaNa
drawing_and_disbursing_officer	AharaNa_Ora_saMviwaraNa_aXikArI
drawing_board	kalA_pata
drawing_chalk	ciwra_banAne_vAlI_KadiyA
drawing_disbursing_officer	AxAna_waWA_saMviwaraNa_aXikArI
drawing_in_favour_of	ke_nAma_AharaNa_karanA
drawing_limit	AharaNa_sImA
drawing_method	karRa_viXi
drawing_off	KIMcane_kI_kriyA
drawing_officer	AharaNa_aXikArI
drawing_or_impression	AreKana_yA_xAbe
drawing_pin	pina
drawing_power	AharaNa_aXikAra
drawing_room	bETaka
drawings_of_partners	sAJexAroM_ke_AharaNa
drawn_amount	Ahariwa_rASi
drawn_butter	nikAlA_huA_makKana
drawn_on	ke_nAme_Ahariwa_aiKA_gayA
dream_land	sapanoM_kA_xeSa
dream_like	sapanA_sA
dress_rehearsal	asalI_So_ke_pUrva_aByAsa
dress_sense	kapade_pahanane_kA_Danga
dressing_case	prasAXana_petI
dressing_down	dAzta_PatakAra
dressing_gown	rAwa_ke_kapadoM_para_pahanA_jAne_vAlA_kota
dressing_room	kapade_baxalane_kA_kamarA
dressing_table	drEsiMga_tebala
drew_up	KAkA_wEyAra_karanA/ciwriwa_kiyA
dried_apricot	sUKI_KubAnI
drift_net	pravAhI_jAla
drifting_character	aPavAhI_samprawIka
drilling_radial	arIya_beXana
drilling_speed	baramA_cAla_aeXana_cAla
drinking_bout	SarAba_kA_xOra
drive_activity_indicator	cAlana_gawiviXi_sUcaka
drive_array,_advanced	ucca_cAlana_AvyUha
drive_arrays	cAlana_saraNI
drive_designator	cAlana_vinirxeSakAraka
drive_mirroring	cAlana_prawibiMbana
drive_module	cAlana_moYdyUla
drive_space	cAlana_avakASa
driver_architecture	cAlaka_saMracanA
driving_belt	cAlaka_petI
driving_lesson	drAyaving_pATa
driving_licence	cAlaka_lAisensa
driving_license	drAiving_lAisensa
drooping_brome	kumhalAyI_huI_broma_nAma_kI_GAsa
drop_arch	latakanI_meharAba
drop_cap	pAwa_toepI
drop_delivery	xara_aanwavya_supurxagI
drop_down_list_box	nipAwa_sUcI_baksA
drop_earring	JumakA
drop_in	A
drop_like_flies	mqwyu_honA
dropped_egg	girA_huA_aNdA
dropping_anchor	jahAja_kA_lafgara
drought_aid	anAvqRti_sahAyawA
drought_area	sUKAgraswa_kRewra
drug_abuse	xavA_kA_xurupayoga
drug_addict	naSA_sevI
drug_addiction	naSA_vyasana
drug_chain	naSIlI_xavA_kI_SrqfKalA
drug_company	ORaXa_kampanI
drug_controller	ORaXa_niyanwraka
drug_effort	ORaXI_prayAsa
drug_inspector	ORaXa_nirIkRaka
drug_money	xavA_ke_pEse
drug_raid	naSIlI_xavA_para_CApA
drug_sales	ORaXiyoM_kI_bikrI
drug_traffic	xavAiyoM_kA_vyApAra
drugs_controller	ORaXa_niyanwraka
drugstore_chain	xavA_xukAnoM_kI_SrqfKalA
drum_brake	Dola_niyanwraNa
drum_drive	drama_drAiva
drum_machine	Dola_maSIna
drum_printer	drama_muxraka
drum_scanning	drama_kramavIkRaNa
drum_unit	drama_ekaka
drv_farming	SuRka_kqRi
dry_batteries	SuRka_bEtariyAM
dry_cell	SuRka_sela
